,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
1862,19.0,0.0,2.3,14.0,3.1,994.8,1.0,33.9,0.003,0.4,0.064,0.014,65.0,46.0
1863,18.7,0.0,1.9,12.0,2.6,993.7,1.0,31.1,0.003,0.4,0.064,0.016,62.0,42.0
1864,18.3,0.0,0.9,10.0,2.1,993.7,1.0,25.6,0.003,0.4,0.063,0.018,58.0,39.0
1865,18.2,0.0,1.8,11.0,2.3,993.5,1.0,19.6,0.004,0.4,0.06,0.02,60.0,40.0
1866,16.9,0.0,1.8,14.0,2.7,994.0,1.0,12.8,0.005,0.5,0.052,0.029,66.0,42.0
1867,12.7,0.0,1.3,24.0,3.5,994.3,0.1,7.9,0.008,0.8,0.03,0.046,73.0,47.0
1868,12.0,0.0,0.6,26.0,3.6,994.9,0.0,5.9,0.005,0.6,0.033,0.036,98.0,59.0
1869,10.1,0.0,0.3,32.0,4.0,995.7,0.0,4.5,0.009,0.9,0.017,0.051,80.0,51.0
1870,8.4,0.0,0.2,36.0,4.0,996.2,0.0,3.5,0.008,1.0,0.006,0.056,96.0,59.0
1871,7.2,0.0,0.0,41.0,4.2,996.4,0.0,2.6,0.007,1.0,0.006,0.051,111.0,64.0
1872,5.8,0.0,0.1,48.0,4.4,996.0,0.0,1.9,0.005,0.9,0.012,0.037,113.0,68.0
1873,4.9,0.0,0.4,52.0,4.5,995.7,0.0,1.4,0.004,0.8,0.014,0.026,106.0,70.0
1874,3.4,0.0,0.1,57.0,4.4,996.1,0.0,1.1,0.005,0.9,0.016,0.023,92.0,61.0
1875,3.0,0.0,0.0,58.0,4.4,995.6,0.0,0.8,0.005,0.9,0.013,0.023,82.0,61.0
1876,2.2,0.0,0.0,62.0,4.4,994.7,0.0,-0.3,0.003,0.8,0.012,0.022,84.0,64.0
1877,1.4,0.0,0.1,69.0,4.7,995.0,0.0,-0.6,0.004,0.8,0.008,0.026,81.0,57.0
1878,0.7,0.0,0.3,69.0,4.4,995.1,0.0,-1.0,0.004,0.9,0.006,0.03,86.0,56.0
1879,0.2,0.0,0.2,74.0,4.6,995.2,0.0,-0.8,0.004,0.9,0.004,0.035,93.0,60.0
1880,2.7,0.0,0.1,66.0,4.9,995.0,0.9,1.3,0.005,0.8,0.01,0.032,114.0,75.0
1881,5.9,0.0,0.9,51.0,4.8,994.6,1.0,7.2,0.005,0.7,0.015,0.033,103.0,59.0
1882,9.2,0.0,0.8,34.0,4.0,993.3,0.9,14.8,0.004,0.7,0.017,0.037,92.0,49.0
1883,11.1,0.0,0.7,29.0,3.8,992.2,0.0,16.1,0.005,0.7,0.024,0.036,94.0,46.0
1884,13.2,0.0,0.4,24.0,3.6,990.9,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0
1885,14.1,0.0,1.3,19.0,3.0,990.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0
1886,14.5,0.0,1.1,16.0,2.6,989.1,0.0,13.9,0.0,0.0,0.0,0.0,0.0,0.0
1887,14.2,0.0,1.1,17.0,2.8,988.3,0.0,12.3,0.003,0.4,0.017,0.03,81.0,46.0
1888,15.1,0.0,3.0,18.0,3.1,987.8,0.0,15.9,0.003,0.4,0.021,0.029,68.0,37.0
1889,14.6,0.0,0.1,19.0,3.1,987.1,0.0,13.2,0.004,0.5,0.017,0.04,58.0,26.0
1890,13.7,0.0,0.6,20.0,3.1,986.9,0.0,10.0,0.005,0.6,0.012,0.049,72.0,31.0
1891,13.0,0.0,1.3,28.0,4.2,986.7,0.0,8.5,0.004,0.6,0.013,0.05,78.0,34.0
1892,12.3,0.0,1.8,32.0,4.6,987.0,0.0,8.0,0.004,0.5,0.021,0.039,85.0,40.0
1893,11.4,0.0,0.9,35.0,4.7,986.8,0.0,7.3,0.006,0.5,0.023,0.04,79.0,45.0
1894,10.4,0.0,0.3,38.0,4.8,986.2,0.0,6.7,0.007,0.6,0.03,0.034,110.0,66.0
1895,9.6,0.0,0.3,44.0,5.3,985.8,0.0,6.5,0.01,0.7,0.035,0.029,115.0,75.0
1896,8.9,0.0,0.5,47.0,5.4,985.2,0.0,6.2,0.011,0.8,0.031,0.031,111.0,80.0
1897,9.4,0.0,0.9,45.0,5.3,985.1,0.0,6.0,0.01,0.8,0.031,0.028,132.0,92.0
1898,9.2,0.0,0.2,48.0,5.6,984.9,0.0,6.0,0.009,0.7,0.033,0.024,130.0,92.0
1899,8.9,0.0,0.4,51.0,5.8,984.4,0.0,5.6,0.009,0.7,0.034,0.023,132.0,96.0
1900,7.6,0.0,0.3,57.0,6.0,984.3,0.0,5.4,0.011,0.9,0.029,0.027,133.0,97.0
1901,7.4,0.0,0.1,58.0,6.0,984.0,0.0,4.5,0.013,1.3,0.018,0.037,156.0,111.0
1902,6.2,0.0,1.1,64.0,6.1,984.3,0.0,2.2,0.012,1.4,0.005,0.05,182.0,136.0
1903,5.3,0.0,0.0,68.0,6.1,984.3,0.0,1.8,0.013,1.3,0.005,0.054,184.0,121.0
1904,6.2,0.0,0.2,69.0,6.5,984.9,0.0,4.6,0.013,1.0,0.013,0.046,187.0,120.0
1905,8.4,0.0,0.7,58.0,6.4,984.8,0.9,9.1,0.01,0.8,0.02,0.037,186.0,124.0
1906,9.7,0.0,0.8,48.0,5.8,984.5,0.5,14.9,0.009,0.7,0.034,0.028,174.0,112.0
1907,10.3,0.0,1.1,46.0,5.8,984.8,0.1,17.4,0.008,0.7,0.04,0.028,160.0,111.0
1908,8.0,0.0,5.1,59.0,6.3,985.1,0.1,11.5,0.006,0.6,0.041,0.024,157.0,106.0
1909,5.9,0.0,4.2,71.0,6.6,985.8,0.0,8.8,0.003,0.3,0.035,0.016,153.0,83.0
1910,6.1,0.0,0.9,72.0,6.8,986.3,0.0,12.6,0.003,0.3,0.037,0.012,34.0,15.0
1911,7.5,0.3,2.0,59.0,6.1,986.4,0.1,13.2,0.003,0.3,0.042,0.011,8.0,0.0
1912,6.4,0.0,1.3,73.0,7.0,987.2,0.0,8.7,0.003,0.3,0.044,0.013,23.0,15.0
1913,6.9,0.0,0.7,62.0,6.2,987.1,0.2,10.3,0.003,0.3,0.043,0.014,31.0,19.0
1914,6.6,0.0,1.2,64.0,6.2,987.7,0.0,6.7,0.003,0.4,0.04,0.019,30.0,21.0
1915,5.5,0.0,0.9,72.0,6.5,988.6,0.0,3.6,0.005,0.8,0.01,0.053,29.0,18.0
1916,4.2,0.0,1.0,82.0,6.7,989.3,0.0,2.1,0.006,0.7,0.009,0.046,75.0,33.0
1917,3.4,0.0,0.0,81.0,6.3,989.9,0.0,0.9,0.005,0.9,0.005,0.051,58.0,32.0
1918,2.0,0.0,0.5,89.0,6.2,990.6,0.0,0.2,0.004,0.8,0.004,0.045,56.0,34.0
1919,0.9,0.0,1.2,91.0,5.9,990.9,0.0,0.0,0.004,0.9,0.002,0.045,53.0,33.0
1920,0.4,0.0,1.0,95.0,6.0,991.2,0.0,-0.2,0.004,0.8,0.002,0.039,64.0,37.0
1921,0.4,0.0,0.4,91.0,5.7,991.6,0.0,-0.2,0.003,0.9,0.002,0.034,61.0,36.0
1922,0.0,0.0,0.0,93.0,5.7,991.2,0.0,-1.0,0.003,0.7,0.002,0.028,56.0,38.0
1923,-0.6,0.0,1.1,94.0,5.5,991.3,0.0,-1.3,0.002,0.7,0.002,0.025,49.0,36.0
1924,-1.5,0.0,0.2,96.0,5.3,991.3,0.0,-1.5,0.003,0.8,0.002,0.025,44.0,28.0
1925,-1.4,0.0,0.9,97.0,5.4,991.7,0.0,-0.4,0.003,0.8,0.002,0.022,48.0,36.0
1926,-1.5,0.0,0.5,97.0,5.3,991.9,0.0,0.4,0.004,0.7,0.002,0.022,53.0,39.0
1927,-1.5,0.0,0.7,97.0,5.3,992.2,0.0,0.9,0.003,0.7,0.003,0.023,46.0,32.0
1928,-1.2,0.0,0.3,97.0,5.4,992.7,0.0,2.4,0.004,0.7,0.007,0.027,60.0,40.0
1929,-0.5,0.0,0.3,98.0,5.8,992.8,0.0,4.9,0.004,0.6,0.017,0.026,73.0,46.0
1930,0.9,0.0,1.2,98.0,6.4,993.0,0.1,9.3,0.005,0.5,0.024,0.028,81.0,42.0
1931,5.7,0.0,1.3,59.0,5.4,992.5,1.0,17.3,0.004,0.4,0.042,0.017,75.0,43.0
1932,10.1,0.0,1.3,41.0,5.1,991.1,1.0,26.3,0.004,0.3,0.046,0.016,58.0,33.0
1933,10.7,0.0,1.2,35.0,4.5,990.3,1.0,28.6,0.003,0.3,0.05,0.014,55.0,32.0
1934,11.7,0.0,2.6,28.0,3.8,989.4,1.0,28.8,0.002,0.3,0.05,0.016,47.0,31.0
1935,13.5,0.0,2.3,21.0,3.2,989.3,1.0,28.4,0.002,0.3,0.042,0.023,58.0,29.0
1936,13.2,0.0,2.2,20.0,3.0,988.7,1.0,19.2,0.003,0.3,0.036,0.029,49.0,28.0
1937,13.6,0.0,2.0,19.0,3.0,988.8,0.7,15.1,0.003,0.4,0.034,0.034,60.0,27.0
1938,12.5,0.0,2.1,21.0,3.0,989.4,0.3,10.9,0.004,0.5,0.029,0.045,62.0,32.0
1939,11.6,0.0,1.3,24.0,3.3,989.8,0.0,7.3,0.004,0.4,0.028,0.043,84.0,39.0
1940,10.7,0.0,1.5,31.0,4.0,990.4,0.0,7.1,0.005,0.5,0.022,0.048,77.0,38.0
1941,10.0,0.0,0.6,33.0,4.1,991.3,0.0,6.2,0.005,0.5,0.02,0.047,70.0,35.0
1942,8.3,0.0,1.5,38.0,4.2,991.7,0.0,5.5,0.006,0.7,0.011,0.053,67.0,32.0
1943,7.4,0.0,1.7,43.0,4.4,991.5,0.0,4.9,0.008,0.8,0.009,0.047,72.0,34.0
1944,6.5,0.0,0.3,48.0,4.6,991.6,0.0,4.2,0.007,0.8,0.01,0.041,68.0,40.0
1945,5.9,0.0,0.1,49.0,4.5,991.8,0.0,3.9,0.008,0.9,0.011,0.035,66.0,38.0
1946,5.5,0.0,0.0,52.0,4.7,991.5,0.0,3.6,0.006,0.8,0.006,0.038,61.0,37.0
1947,4.7,0.0,0.3,57.0,4.9,991.4,0.0,3.0,0.006,0.8,0.007,0.035,71.0,39.0
1948,4.1,0.0,0.3,60.0,4.9,991.1,0.0,2.5,0.006,0.8,0.005,0.034,71.0,43.0
1949,3.8,0.0,0.0,61.0,4.9,991.0,0.0,1.9,0.004,0.7,0.002,0.035,68.0,43.0
1950,2.7,0.0,0.1,68.0,5.0,991.6,0.0,0.4,0.005,0.9,0.002,0.035,75.0,44.0
1951,2.1,0.0,0.0,70.0,5.0,991.6,0.0,1.0,0.004,0.7,0.003,0.034,83.0,45.0
1952,4.2,0.0,0.5,65.0,5.4,992.1,0.5,4.1,0.004,0.7,0.008,0.032,92.0,48.0
1953,6.2,0.0,0.4,55.0,5.2,992.1,0.3,8.6,0.004,0.6,0.014,0.033,102.0,58.0
1954,9.2,0.0,0.8,44.0,5.1,992.0,0.1,12.7,0.006,0.6,0.018,0.04,93.0,54.0
1955,10.6,0.0,1.0,35.0,4.5,991.1,1.0,21.3,0.006,0.7,0.033,0.037,98.0,53.0
1956,13.1,0.0,0.9,30.0,4.5,990.5,0.7,25.6,0.007,0.6,0.047,0.027,114.0,62.0
1957,12.9,0.0,3.0,27.0,4.0,989.6,0.8,24.2,0.006,0.6,0.054,0.022,117.0,64.0
1958,13.6,0.0,1.7,27.0,4.2,988.8,0.0,22.4,0.005,0.5,0.053,0.023,94.0,54.0
1959,14.2,0.0,2.4,14.0,2.3,988.2,1.0,26.6,0.004,0.5,0.048,0.027,90.0,50.0
1960,14.0,0.0,3.1,14.0,2.2,987.8,1.0,20.2,0.004,0.4,0.041,0.032,84.0,42.0
1961,13.6,0.0,1.8,17.0,2.6,987.6,1.0,16.3,0.004,0.5,0.038,0.04,64.0,31.0
1962,10.1,0.0,3.8,51.0,6.3,988.5,0.7,10.7,0.005,0.6,0.034,0.048,76.0,40.0
1963,8.4,0.0,3.1,58.0,6.4,989.6,0.0,7.2,0.006,0.7,0.031,0.054,92.0,48.0
1964,7.5,0.0,2.7,63.0,6.5,991.2,0.0,5.6,0.004,0.4,0.034,0.025,106.0,52.0
1965,6.8,0.0,2.0,63.0,6.2,992.7,0.0,4.4,0.004,0.4,0.029,0.024,56.0,32.0
1966,6.0,0.0,1.1,64.0,6.0,993.1,0.0,3.3,0.003,0.5,0.027,0.024,46.0,27.0
1967,5.4,0.0,2.0,67.0,6.0,993.0,0.0,2.8,0.003,0.5,0.028,0.021,42.0,30.0
1968,5.0,0.0,0.2,68.0,5.9,993.2,0.0,1.7,0.003,0.5,0.028,0.016,42.0,32.0
1969,4.1,0.0,0.1,73.0,6.0,993.0,0.0,1.0,0.003,0.6,0.02,0.022,40.0,30.0
1970,2.4,0.0,0.1,80.0,5.8,993.4,0.0,0.4,0.003,0.7,0.016,0.023,52.0,38.0
1971,1.8,0.0,0.9,85.0,5.9,993.8,0.0,0.3,0.003,0.6,0.02,0.017,53.0,42.0
1972,1.2,0.0,0.5,86.0,5.8,993.9,0.0,1.3,0.003,0.7,0.015,0.021,48.0,32.0
1973,0.9,0.0,0.1,87.0,5.7,994.1,0.0,2.3,0.004,0.8,0.01,0.025,48.0,39.0
1974,1.1,0.0,0.1,87.0,5.8,994.0,0.0,0.7,0.003,0.6,0.006,0.03,52.0,36.0
1975,1.0,0.0,0.1,89.0,5.8,994.3,0.0,0.8,0.003,0.6,0.004,0.033,53.0,33.0
1976,2.2,0.0,0.2,84.0,6.0,994.6,0.1,3.7,0.003,0.7,0.007,0.037,64.0,37.0
1977,4.0,0.0,0.3,76.0,6.2,994.0,0.1,7.8,0.004,0.6,0.014,0.032,76.0,45.0
1978,7.1,0.0,0.6,61.0,6.1,994.0,0.4,13.7,0.004,0.5,0.027,0.022,74.0,38.0
1979,10.2,0.0,1.3,46.0,5.7,993.3,1.0,22.0,0.004,0.4,0.042,0.014,62.0,34.0
1980,12.7,0.0,1.1,37.0,5.4,992.5,1.0,29.6,0.003,0.4,0.049,0.014,53.0,28.0
1981,11.6,0.0,1.9,29.0,4.0,991.9,1.0,32.2,0.003,0.4,0.05,0.014,58.0,33.0
1982,13.1,0.0,1.3,29.0,4.4,991.1,0.7,25.3,0.002,0.4,0.051,0.015,53.0,28.0
1983,12.5,0.0,2.2,27.0,3.9,990.4,1.0,26.3,0.002,0.3,0.052,0.013,59.0,28.0
1984,13.0,0.0,2.1,26.0,3.9,989.1,1.0,23.5,0.002,0.4,0.052,0.015,46.0,28.0
1985,12.5,0.0,1.1,27.0,3.9,989.0,0.5,17.2,0.002,0.4,0.05,0.019,41.0,27.0
1986,12.3,0.0,0.5,29.0,4.2,989.3,0.4,12.2,0.004,0.5,0.038,0.033,49.0,35.0
1987,10.6,0.0,0.6,35.0,4.5,990.1,0.0,7.5,0.005,0.7,0.023,0.051,62.0,32.0
1988,9.6,0.0,2.2,47.0,5.6,990.4,0.0,7.1,0.006,0.8,0.014,0.051,82.0,38.0
1989,8.6,0.0,3.3,53.0,5.9,991.4,0.0,6.7,0.006,0.7,0.013,0.049,84.0,44.0
1990,7.9,0.0,2.6,56.0,6.0,992.1,0.0,6.0,0.005,0.8,0.006,0.054,66.0,40.0
1991,7.3,0.0,2.0,58.0,5.9,992.1,0.0,5.0,0.005,0.7,0.011,0.043,92.0,53.0
1992,6.6,0.0,1.8,61.0,6.0,991.9,0.0,3.6,0.003,0.5,0.024,0.023,77.0,40.0
1993,6.0,0.0,1.6,64.0,6.0,992.1,0.0,3.6,0.003,0.5,0.024,0.02,51.0,40.0
1994,5.8,0.0,0.3,65.0,6.0,992.0,0.0,3.1,0.003,0.6,0.024,0.018,50.0,37.0
1995,4.3,0.0,0.8,72.0,6.0,991.7,0.0,2.4,0.004,0.6,0.02,0.019,50.0,38.0
1996,3.7,0.0,0.5,75.0,6.0,991.3,0.0,2.6,0.003,0.6,0.015,0.022,52.0,40.0
1997,3.0,0.0,0.5,78.0,5.9,991.6,0.0,3.8,0.003,0.6,0.012,0.025,54.0,39.0
1998,3.0,0.1,0.6,86.0,6.5,991.5,0.0,3.9,0.004,0.7,0.004,0.035,55.0,38.0
1999,3.2,0.0,0.2,88.0,6.7,991.6,0.0,4.2,0.004,0.8,0.003,0.037,58.0,41.0
2000,4.3,0.0,0.2,85.0,7.0,991.8,0.0,6.3,0.003,0.8,0.003,0.038,57.0,41.0
2001,5.1,0.0,0.6,80.0,7.0,991.6,0.0,8.5,0.002,0.7,0.004,0.036,60.0,44.0
2002,6.1,0.0,0.7,89.0,8.4,991.6,0.0,9.6,0.002,0.6,0.025,0.026,53.0,40.0
2003,5.8,0.0,1.7,91.0,8.4,991.5,0.0,8.5,0.003,0.5,0.03,0.017,33.0,27.0
2004,5.3,2.8,2.3,91.0,8.1,991.4,0.0,8.2,0.003,0.5,0.031,0.018,24.0,0.0
2005,4.3,0.0,2.4,91.0,7.5,991.4,0.0,7.6,0.002,0.5,0.029,0.02,27.0,24.0
2006,3.8,0.0,1.1,92.0,7.4,990.9,0.0,7.8,0.002,0.5,0.034,0.02,30.0,24.0
2007,4.3,4.4,0.1,92.0,7.6,990.6,0.0,8.0,0.003,0.4,0.044,0.013,32.0,26.0
2008,3.7,0.0,0.0,91.0,7.2,990.6,0.0,7.2,0.003,0.5,0.039,0.016,31.0,24.0
2009,4.0,0.0,0.8,94.0,7.6,990.7,0.0,7.1,0.002,0.5,0.037,0.017,30.0,28.0
2010,4.1,2.1,0.1,95.0,7.7,990.8,0.0,6.6,0.003,0.6,0.024,0.03,40.0,28.0
2011,3.7,0.0,0.3,95.0,7.5,990.9,0.0,5.2,0.004,0.7,0.023,0.031,52.0,30.0
2012,4.0,0.0,0.0,96.0,7.8,991.2,0.0,5.4,0.004,0.7,0.021,0.029,52.0,34.0
2013,3.7,0.0,0.2,97.0,7.7,991.6,0.0,5.2,0.004,0.8,0.012,0.031,56.0,38.0
2014,3.8,0.0,0.0,95.0,7.6,991.7,0.0,5.1,0.002,0.8,0.003,0.035,58.0,40.0
2015,3.7,0.0,0.0,93.0,7.4,991.8,0.0,5.0,0.002,0.7,0.004,0.029,63.0,40.0
2016,3.6,0.0,1.0,93.0,7.3,991.4,0.0,4.7,0.002,0.7,0.005,0.023,56.0,42.0
2017,3.6,0.0,0.2,94.0,7.4,990.9,0.0,4.8,0.002,0.8,0.005,0.021,52.0,39.0
2018,3.6,0.0,1.5,95.0,7.5,990.7,0.0,4.7,0.002,0.6,0.007,0.016,51.0,39.0
2019,3.5,0.0,1.0,95.0,7.4,990.6,0.0,4.6,0.001,0.6,0.007,0.014,45.0,34.0
2020,3.7,0.0,0.1,93.0,7.4,990.4,0.0,4.6,0.001,0.6,0.007,0.012,47.0,32.0
2021,3.7,0.0,0.2,93.0,7.4,989.8,0.0,4.5,0.002,0.6,0.008,0.011,47.0,34.0
2022,3.6,0.1,0.2,95.0,7.5,990.0,0.0,4.5,0.001,0.6,0.009,0.012,46.0,39.0
2023,3.7,0.0,0.0,96.0,7.6,989.9,0.0,4.5,0.001,0.6,0.011,0.013,44.0,36.0
2024,4.2,0.0,0.3,93.0,7.6,989.9,0.0,6.2,0.002,0.6,0.012,0.014,48.0,37.0
2025,5.1,0.1,1.1,90.0,7.8,990.0,0.0,7.5,0.002,0.7,0.014,0.016,54.0,42.0
2026,5.3,0.0,1.2,84.0,7.5,990.0,0.0,10.0,0.004,0.7,0.015,0.02,69.0,46.0
2027,6.4,0.0,1.3,74.0,7.1,989.8,0.4,14.1,0.004,0.6,0.025,0.019,84.0,53.0
2028,7.2,0.0,1.7,70.0,7.1,989.4,0.0,14.6,0.004,0.6,0.037,0.017,72.0,48.0
2029,8.7,0.0,1.8,61.0,6.8,988.3,0.2,17.7,0.003,0.5,0.041,0.014,55.0,38.0
2030,9.1,0.0,2.0,56.0,6.4,987.4,0.1,13.3,0.003,0.5,0.042,0.016,51.0,36.0
2031,8.5,0.0,2.7,61.0,6.7,987.2,0.0,12.3,0.002,0.5,0.044,0.016,57.0,38.0
2032,9.3,0.0,1.4,63.0,7.4,986.9,0.1,13.6,0.002,0.4,0.044,0.015,66.0,41.0
2033,8.8,0.0,0.9,63.0,7.1,986.9,0.1,11.6,0.002,0.5,0.041,0.017,50.0,41.0
2034,6.9,0.3,0.8,78.0,7.7,987.6,0.0,8.5,0.002,0.5,0.04,0.016,66.0,48.0
2035,5.3,0.0,2.0,90.0,8.0,988.1,0.0,6.9,0.002,0.5,0.036,0.018,62.0,45.0
2036,4.7,0.0,1.0,93.0,7.9,988.6,0.0,5.8,0.002,0.5,0.033,0.02,57.0,44.0
2037,4.6,3.0,0.0,96.0,8.1,989.1,0.0,5.1,0.002,0.6,0.029,0.021,59.0,42.0
2038,4.3,0.0,0.7,97.0,8.0,989.3,0.0,5.6,0.002,0.6,0.029,0.016,60.0,51.0
2039,4.5,0.0,0.2,98.0,8.2,989.4,0.0,5.7,0.002,0.6,0.026,0.016,56.0,45.0
2040,4.3,0.0,1.0,98.0,8.1,989.3,0.0,5.4,0.003,0.6,0.028,0.016,58.0,48.0
2041,4.4,0.0,0.0,98.0,8.2,989.3,0.0,5.3,0.004,0.7,0.034,0.016,74.0,56.0
2042,4.3,0.0,0.8,98.0,8.1,989.4,0.0,5.2,0.003,0.6,0.037,0.013,94.0,67.0
2043,4.4,0.0,0.8,98.0,8.2,989.0,0.0,5.1,0.003,0.7,0.036,0.013,107.0,75.0
2044,4.2,0.0,0.0,95.0,7.8,988.8,0.0,5.1,0.003,0.6,0.037,0.013,111.0,83.0
2045,4.0,0.0,0.6,94.0,7.6,988.9,0.0,4.9,0.003,0.8,0.036,0.016,108.0,80.0
2046,3.9,0.1,0.0,96.0,7.7,989.3,0.0,4.9,0.003,0.9,0.031,0.019,110.0,81.0
2047,4.1,0.0,0.0,97.0,7.9,989.7,0.0,5.0,0.004,1.0,0.026,0.026,108.0,84.0
2048,4.3,0.0,0.0,94.0,7.8,990.1,0.0,5.8,0.005,1.1,0.027,0.028,114.0,85.0
2049,4.8,0.0,0.1,90.0,7.7,990.4,0.0,7.1,0.005,1.0,0.036,0.022,111.0,80.0
2050,5.3,0.0,0.1,89.0,7.9,990.7,0.0,8.1,0.004,0.9,0.038,0.021,110.0,77.0
2051,6.5,0.0,1.9,80.0,7.7,990.4,0.0,10.2,0.004,0.8,0.043,0.019,108.0,76.0
2052,7.7,0.0,1.0,70.0,7.3,989.9,0.1,12.4,0.003,0.7,0.046,0.019,85.0,64.0
2053,7.8,0.0,2.6,64.0,6.8,989.3,0.5,14.0,0.003,0.7,0.042,0.025,75.0,53.0
2054,7.5,0.0,5.0,65.0,6.7,988.7,0.4,11.9,0.003,0.8,0.038,0.028,78.0,54.0
2055,4.0,1.6,3.8,89.0,7.2,989.6,0.0,6.5,0.003,0.7,0.04,0.025,56.0,43.0
2056,5.5,0.0,0.5,92.0,8.2,989.4,0.0,10.2,0.004,0.7,0.038,0.026,48.0,36.0
2057,5.0,0.0,1.6,82.0,7.1,989.7,0.0,7.8,0.002,0.7,0.041,0.026,54.0,41.0
2058,5.0,1.1,0.7,87.0,7.6,990.2,0.0,7.0,0.004,0.8,0.037,0.03,58.0,44.0
2059,4.8,0.0,1.1,87.0,7.5,991.0,0.0,6.0,0.005,0.9,0.025,0.042,60.0,50.0
2060,4.3,0.0,0.4,91.0,7.5,991.2,0.0,4.8,0.004,1.0,0.018,0.042,64.0,54.0
2061,3.1,0.2,0.3,95.0,7.2,992.1,0.0,3.6,0.004,1.0,0.008,0.043,65.0,55.0
2062,2.5,0.0,0.1,97.0,7.1,992.4,0.0,2.5,0.001,0.9,0.004,0.041,73.0,54.0
2063,1.6,0.0,0.8,98.0,6.7,992.4,0.0,2.8,0.001,0.9,0.012,0.03,66.0,50.0
2064,1.8,0.0,0.5,98.0,6.8,992.9,0.0,3.6,0.001,0.8,0.017,0.021,56.0,47.0
2065,1.5,0.0,0.4,98.0,6.7,993.0,0.0,3.7,0.001,0.9,0.018,0.019,52.0,44.0
2066,1.5,0.0,0.6,98.0,6.7,993.5,0.0,3.8,0.001,0.9,0.015,0.02,64.0,47.0
2067,1.4,0.0,0.7,98.0,6.6,993.8,0.0,3.6,0.001,0.8,0.019,0.015,61.0,48.0
2068,1.4,0.0,0.4,98.0,6.6,994.0,0.0,3.5,0.001,0.8,0.02,0.012,61.0,46.0
2069,1.4,0.0,0.3,98.0,6.6,993.8,0.0,3.4,0.001,0.7,0.02,0.012,56.0,43.0
2070,1.2,0.0,0.9,98.0,6.5,994.0,0.0,3.4,0.001,0.8,0.015,0.019,59.0,45.0
2071,1.4,0.0,0.9,98.0,6.6,994.7,0.0,3.6,0.002,0.9,0.008,0.028,72.0,68.0
2072,1.5,0.0,0.2,98.0,6.7,995.5,0.0,4.3,0.002,1.0,0.006,0.032,92.0,58.0
2073,2.2,0.0,0.9,98.0,7.0,995.8,0.0,5.7,0.002,1.0,0.008,0.033,108.0,71.0
2074,3.5,0.0,0.1,98.0,7.7,996.0,0.0,7.6,0.003,0.9,0.016,0.031,117.0,75.0
2075,5.2,0.0,0.9,84.0,7.4,995.8,0.2,12.3,0.004,0.8,0.028,0.025,126.0,77.0
2076,6.2,0.0,1.9,69.0,6.5,995.5,0.3,16.9,0.003,0.7,0.035,0.02,121.0,82.0
2077,7.6,0.0,1.3,65.0,6.8,994.7,0.7,18.9,0.003,0.7,0.041,0.018,114.0,80.0
2078,9.3,0.0,1.6,60.0,7.0,993.8,1.0,18.7,0.003,0.6,0.049,0.018,116.0,76.0
2079,10.2,0.0,1.0,50.0,6.2,992.8,1.0,18.5,0.003,0.6,0.054,0.017,108.0,70.0
2080,10.5,0.0,1.5,47.0,6.0,992.6,0.5,14.1,0.004,0.6,0.053,0.022,96.0,65.0
2081,10.6,0.0,1.7,48.0,6.1,992.4,0.0,11.6,0.004,0.7,0.049,0.028,92.0,69.0
2082,10.1,0.0,0.5,48.0,5.9,992.3,0.0,9.3,0.005,0.9,0.037,0.043,113.0,72.0
2083,9.0,0.0,0.3,54.0,6.2,992.5,0.0,7.6,0.006,0.9,0.021,0.05,130.0,82.0
2084,7.7,0.0,0.6,65.0,6.8,992.9,0.0,6.9,0.008,1.1,0.009,0.056,127.0,85.0
2085,7.0,0.0,0.4,67.0,6.7,993.2,0.0,6.3,0.008,1.2,0.005,0.054,136.0,86.0
2086,6.6,0.0,0.0,71.0,6.9,993.4,0.0,6.0,0.005,1.1,0.008,0.047,138.0,90.0
2087,6.0,0.0,0.1,75.0,7.0,993.2,0.0,5.8,0.004,1.0,0.002,0.048,130.0,96.0
2088,5.6,0.0,0.1,79.0,7.2,993.3,0.0,5.7,0.003,0.9,0.008,0.033,138.0,98.0
2089,4.9,0.0,0.3,84.0,7.3,993.6,0.0,5.1,0.004,1.2,0.007,0.031,124.0,93.0
2090,5.0,0.0,0.0,83.0,7.2,993.9,0.0,5.0,0.004,1.1,0.003,0.031,125.0,88.0
2091,4.2,0.0,0.0,88.0,7.2,993.9,0.0,3.9,0.004,1.2,0.002,0.03,121.0,89.0
2092,3.1,0.0,0.2,92.0,7.0,993.8,0.0,2.3,0.005,1.3,0.003,0.027,122.0,87.0
2093,2.3,0.0,0.3,95.0,6.8,994.0,0.0,1.7,0.003,1.1,0.002,0.023,115.0,79.0
2094,1.6,0.0,0.4,95.0,6.5,994.3,0.0,1.3,0.002,1.0,0.002,0.02,120.0,83.0
2095,0.5,0.0,0.0,95.0,6.0,994.7,0.0,1.5,0.002,0.9,0.003,0.018,116.0,81.0
2096,2.2,0.0,0.5,94.0,6.7,994.8,0.7,2.6,0.002,1.0,0.005,0.023,91.0,69.0
