,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
3072,18.0,0.0,3.4,62.0,12.8,1004.9,0.0,18.2,0.009,0.4,0.044,0.022,191.0,66.0
3073,18.6,0.0,4.5,58.0,12.4,1005.1,0.0,17.9,0.009,0.5,0.044,0.021,166.0,55.0
3074,18.8,0.0,3.0,52.0,11.2,1004.9,0.0,17.8,0.015,0.4,0.039,0.028,171.0,59.0
3075,19.4,0.0,2.6,44.0,9.9,1005.3,0.0,17.6,0.004,0.2,0.061,0.009,165.0,63.0
3076,20.3,0.0,1.7,33.0,7.8,1005.4,0.0,17.5,0.006,0.3,0.05,0.016,50.0,16.0
3077,18.4,0.0,4.2,56.0,11.8,1006.2,0.0,16.9,0.004,0.2,0.054,0.012,57.0,19.0
3078,16.8,0.0,3.8,68.0,12.9,1006.7,0.0,16.2,0.003,0.3,0.048,0.02,46.0,19.0
3079,15.2,1.1,1.7,83.0,14.3,1007.4,0.0,16.2,0.003,0.3,0.046,0.02,25.0,14.0
3080,14.8,1.5,1.2,80.0,13.4,1007.5,0.0,16.3,0.003,0.3,0.037,0.028,28.0,13.0
3081,14.4,1.7,1.9,87.0,14.2,1007.7,0.0,16.3,0.004,0.3,0.033,0.035,31.0,20.0
3082,13.9,3.5,2.7,89.0,14.1,1007.5,0.0,16.3,0.004,0.3,0.039,0.031,27.0,14.0
3083,13.9,1.9,2.8,90.0,14.2,1006.8,0.0,17.0,0.003,0.3,0.041,0.029,29.0,14.0
3084,14.0,1.8,3.0,91.0,14.5,1006.1,0.0,17.3,0.003,0.3,0.049,0.02,21.0,20.0
3085,13.9,0.9,2.6,92.0,14.6,1005.3,0.0,16.8,0.003,0.3,0.045,0.022,20.0,18.0
3086,13.8,0.3,3.1,93.0,14.6,1003.8,0.0,16.5,0.003,0.3,0.048,0.02,21.0,13.0
3087,14.2,0.1,2.8,93.0,15.0,1002.6,0.0,16.8,0.003,0.3,0.052,0.016,18.0,19.0
3088,14.2,0.1,4.3,92.0,14.9,1001.1,0.0,16.5,0.003,0.3,0.053,0.014,31.0,20.0
3089,14.3,0.3,3.8,93.0,15.1,1000.3,0.0,16.1,0.003,0.2,0.055,0.013,27.0,23.0
3090,14.4,0.5,3.8,90.0,14.7,999.9,0.0,15.5,0.003,0.3,0.051,0.015,30.0,17.0
3091,14.2,2.1,3.0,95.0,15.4,999.9,0.0,15.4,0.003,0.3,0.044,0.018,28.0,20.0
3092,14.2,4.5,1.9,96.0,15.5,999.7,0.0,15.3,0.002,0.3,0.044,0.017,21.0,19.0
3093,14.3,0.1,2.5,96.0,15.6,999.9,0.0,15.4,0.002,0.4,0.033,0.024,16.0,14.0
3094,14.3,0.2,1.9,96.0,15.6,1000.0,0.0,15.4,0.002,0.3,0.03,0.022,27.0,22.0
3095,14.4,0.0,1.7,95.0,15.6,999.7,0.0,15.3,0.002,0.3,0.032,0.019,26.0,25.0
3096,14.6,0.0,1.3,94.0,15.6,999.8,0.0,15.5,0.002,0.3,0.037,0.013,27.0,27.0
3097,14.5,0.0,0.1,95.0,15.7,999.4,0.0,15.5,0.002,0.3,0.032,0.014,26.0,21.0
3098,14.7,0.0,1.4,95.0,15.9,999.2,0.0,15.5,0.002,0.3,0.034,0.013,28.0,23.0
3099,14.7,0.0,2.6,94.0,15.7,999.3,0.0,15.5,0.004,0.3,0.029,0.017,30.0,31.0
3100,14.4,0.1,3.1,95.0,15.6,999.5,0.0,15.5,0.006,0.3,0.021,0.021,33.0,33.0
3101,14.5,0.0,3.5,96.0,15.8,999.4,0.0,15.5,0.006,0.3,0.022,0.021,33.0,0.0
3102,14.7,0.0,3.5,95.0,15.9,999.9,0.0,15.5,0.006,0.3,0.015,0.028,39.0,32.0
3103,14.9,0.0,2.5,95.0,16.1,1000.5,0.0,16.0,0.007,0.4,0.015,0.032,43.0,33.0
3104,15.3,0.0,3.3,93.0,16.1,1001.0,0.0,16.9,0.008,0.3,0.017,0.033,40.0,31.0
3105,15.6,0.0,2.5,91.0,16.1,1001.1,0.0,17.2,0.005,0.3,0.027,0.025,39.0,31.0
3106,16.1,0.0,5.4,88.0,16.1,1001.2,0.0,19.4,0.004,0.4,0.038,0.016,40.0,27.0
3107,17.9,0.0,4.8,81.0,16.5,1001.4,0.2,24.0,0.005,0.4,0.046,0.017,40.0,30.0
3108,19.5,0.0,5.7,73.0,16.5,1001.2,1.0,29.3,0.006,0.4,0.047,0.021,39.0,31.0
3109,19.8,0.0,3.8,72.0,16.5,1001.1,0.6,26.9,0.006,0.5,0.058,0.019,47.0,31.0
3110,20.7,0.0,6.4,68.0,16.5,1000.9,1.0,29.7,0.005,0.5,0.062,0.019,47.0,33.0
3111,21.3,0.0,5.4,64.0,16.2,1000.8,1.0,30.1,0.006,0.5,0.052,0.02,38.0,31.0
3112,21.3,0.0,5.3,65.0,16.4,1001.0,1.0,25.4,0.004,0.4,0.052,0.02,36.0,26.0
3113,20.1,0.0,5.7,68.0,16.0,1001.6,0.6,21.4,0.005,0.4,0.048,0.022,38.0,21.0
3114,19.8,0.0,5.6,69.0,15.9,1001.8,1.0,19.8,0.005,0.4,0.041,0.024,37.0,23.0
3115,19.1,0.0,5.0,68.0,15.0,1002.3,0.8,18.1,0.004,0.4,0.037,0.025,26.0,21.0
3116,18.6,0.0,3.1,57.0,12.2,1003.5,0.0,16.4,0.004,0.4,0.035,0.027,50.0,20.0
3117,17.9,0.0,1.8,58.0,11.9,1004.0,0.0,15.6,0.004,0.4,0.037,0.024,45.0,29.0
3118,16.5,0.0,1.5,76.0,14.2,1004.9,0.0,15.2,0.004,0.3,0.034,0.022,46.0,29.0
3119,16.2,0.0,2.9,71.0,13.0,1005.5,0.0,14.8,0.005,0.4,0.034,0.02,43.0,26.0
3120,16.3,0.0,4.3,74.0,13.7,1005.4,0.0,14.6,0.005,0.4,0.033,0.021,34.0,20.0
3121,15.9,0.0,4.7,79.0,14.2,1004.9,0.0,14.4,0.01,0.4,0.027,0.025,43.0,30.0
3122,15.5,0.0,3.9,81.0,14.2,1004.2,0.0,14.2,0.009,0.3,0.028,0.024,87.0,32.0
3123,15.5,0.0,4.8,82.0,14.4,1004.5,0.0,14.3,0.013,0.3,0.011,0.038,47.0,30.0
3124,15.5,0.0,5.0,84.0,14.8,1004.6,0.0,14.3,0.01,0.4,0.021,0.027,46.0,34.0
3125,15.5,0.0,5.8,83.0,14.6,1004.7,0.0,14.4,0.007,0.3,0.024,0.025,45.0,36.0
3126,15.5,0.0,3.8,81.0,14.2,1004.4,0.0,14.6,0.005,0.4,0.024,0.033,48.0,32.0
3127,16.0,0.0,4.7,77.0,13.9,1004.8,0.0,16.1,0.006,0.4,0.036,0.028,50.0,29.0
3128,17.1,0.0,4.7,80.0,15.6,1004.9,0.0,18.7,0.006,0.4,0.043,0.026,50.0,31.0
3129,18.3,0.0,6.6,82.0,17.2,1004.5,0.5,22.1,0.004,0.3,0.055,0.018,51.0,35.0
3130,18.8,0.0,6.5,80.0,17.3,1004.2,1.0,24.4,0.004,0.4,0.06,0.018,58.0,39.0
3131,19.9,0.0,7.3,76.0,17.6,1004.3,1.0,28.2,0.005,0.4,0.058,0.021,68.0,44.0
3132,21.3,0.0,6.0,70.0,17.6,1004.0,1.0,31.8,0.005,0.4,0.061,0.021,70.0,46.0
3133,21.8,0.0,5.5,68.0,17.7,1003.6,1.0,35.9,0.006,0.4,0.066,0.023,67.0,44.0
3134,23.6,0.0,4.6,61.0,17.7,1003.1,1.0,37.6,0.007,0.4,0.075,0.025,72.0,47.0
3135,22.7,0.0,4.9,65.0,17.8,1003.0,1.0,34.2,0.009,0.4,0.069,0.031,0.0,48.0
3136,21.1,0.0,4.2,72.0,17.9,1003.4,1.0,30.3,0.008,0.4,0.069,0.03,82.0,53.0
3137,20.8,0.0,3.6,71.0,17.4,1003.5,0.8,26.3,0.007,0.5,0.064,0.038,80.0,47.0
3138,19.2,0.0,4.0,77.0,17.0,1003.6,0.6,23.5,0.0,0.0,0.0,0.0,0.0,0.0
3139,17.5,0.0,4.2,84.0,16.7,1004.3,0.3,20.7,0.005,0.4,0.037,0.038,84.0,48.0
3140,17.2,0.0,2.7,85.0,16.6,1004.7,0.0,19.4,0.005,0.5,0.031,0.041,86.0,57.0
3141,17.1,0.0,4.4,84.0,16.3,1005.6,0.0,18.3,0.004,0.4,0.056,0.02,91.0,59.0
3142,16.5,0.0,3.2,87.0,16.3,1005.7,0.0,17.6,0.004,0.4,0.056,0.018,90.0,58.0
3143,16.5,0.0,3.9,88.0,16.4,1005.3,0.0,17.2,0.004,0.3,0.06,0.014,82.0,57.0
3144,16.4,0.0,3.5,89.0,16.5,1005.2,0.0,17.0,0.006,0.3,0.052,0.017,86.0,53.0
3145,16.4,0.0,3.4,90.0,16.7,1005.3,0.0,16.7,0.007,0.3,0.042,0.02,73.0,54.0
3146,16.4,0.0,1.9,90.0,16.7,1004.7,0.0,16.7,0.006,0.3,0.042,0.016,76.0,53.0
3147,16.5,0.0,3.6,90.0,16.8,1004.7,0.0,16.7,0.005,0.3,0.044,0.014,76.0,54.0
3148,16.6,0.0,2.7,92.0,17.3,1004.3,0.0,16.8,0.005,0.3,0.044,0.015,73.0,55.0
3149,16.6,0.0,1.7,95.0,17.8,1004.0,0.0,17.0,0.005,0.3,0.042,0.016,66.0,45.0
3150,17.5,0.0,5.1,94.0,18.8,1003.4,0.0,17.5,0.005,0.3,0.036,0.022,54.0,41.0
3151,18.0,0.0,2.8,91.0,18.8,1003.6,0.0,18.0,0.007,0.4,0.031,0.027,66.0,44.0
3152,17.4,0.0,4.9,93.0,18.4,1003.8,0.0,18.1,0.007,0.4,0.03,0.03,65.0,46.0
3153,18.1,0.0,3.3,94.0,19.5,1004.3,0.0,18.5,0.005,0.4,0.038,0.023,83.0,50.0
3154,17.9,0.0,6.4,94.0,19.2,1005.5,0.0,18.8,0.004,0.4,0.032,0.03,72.0,46.0
3155,18.3,0.9,1.8,88.0,18.4,1005.2,0.0,19.7,0.006,0.4,0.018,0.041,66.0,41.0
3156,18.2,1.0,2.0,89.0,18.5,1005.4,0.0,20.0,0.006,0.3,0.032,0.032,61.0,49.0
3157,17.6,1.0,1.5,90.0,18.1,1004.2,0.0,19.8,0.003,0.3,0.027,0.036,44.0,37.0
3158,17.9,0.9,1.1,88.0,17.9,1003.7,0.0,20.3,0.003,0.3,0.032,0.032,48.0,34.0
3159,17.3,0.5,2.8,88.0,17.3,1002.8,0.0,19.3,0.002,0.3,0.044,0.024,30.0,25.0
3160,16.6,2.7,1.8,92.0,17.3,1002.1,0.0,18.4,0.002,0.2,0.045,0.022,19.0,17.0
3161,15.9,3.1,3.1,94.0,16.9,1001.6,0.0,17.7,0.002,0.3,0.041,0.024,25.0,18.0
3162,16.0,1.7,1.7,93.0,16.8,1000.8,0.0,17.5,0.004,0.3,0.035,0.032,19.0,14.0
3163,15.8,0.0,1.4,93.0,16.6,1000.5,0.0,17.0,0.004,0.3,0.033,0.033,21.0,18.0
3164,16.2,0.0,1.9,87.0,16.0,1001.4,0.0,16.7,0.002,0.3,0.042,0.021,23.0,18.0
3165,15.9,0.0,2.8,89.0,16.0,999.9,0.0,16.6,0.002,0.3,0.049,0.015,29.0,19.0
3166,15.8,0.0,2.5,89.0,15.9,999.5,0.0,16.4,0.002,0.3,0.05,0.013,25.0,19.0
3167,16.0,0.0,1.9,87.0,15.8,999.7,0.0,16.4,0.003,0.3,0.051,0.012,22.0,17.0
3168,16.0,0.0,2.3,86.0,15.6,999.3,0.0,16.2,0.003,0.3,0.041,0.015,20.0,0.0
3169,15.7,0.0,1.4,88.0,15.7,999.0,0.0,15.8,0.004,0.3,0.026,0.019,33.0,26.0
3170,15.3,0.0,1.1,89.0,15.4,998.6,0.0,14.8,0.003,0.3,0.021,0.019,46.0,42.0
3171,14.9,0.0,2.8,92.0,15.6,998.8,0.0,14.3,0.002,0.3,0.025,0.012,53.0,44.0
3172,14.5,0.0,1.0,92.0,15.2,998.7,0.0,13.9,0.002,0.3,0.026,0.011,44.0,31.0
3173,14.6,0.0,4.2,93.0,15.4,998.5,0.0,13.7,0.002,0.3,0.026,0.012,42.0,30.0
3174,14.4,0.0,2.0,94.0,15.4,998.8,0.0,13.7,0.002,0.3,0.021,0.017,46.0,32.0
3175,15.0,0.0,4.6,90.0,15.3,999.2,0.6,15.1,0.002,0.3,0.018,0.022,41.0,36.0
3176,16.5,0.0,1.0,84.0,15.7,999.3,0.9,17.6,0.002,0.3,0.021,0.022,53.0,36.0
3177,18.3,0.0,1.6,80.0,16.7,999.1,1.0,22.0,0.003,0.3,0.028,0.022,51.0,40.0
3178,19.9,0.0,2.3,75.0,17.4,998.9,1.0,29.1,0.005,0.4,0.03,0.024,54.0,43.0
3179,20.3,0.0,3.0,74.0,17.6,999.4,1.0,31.9,0.006,0.4,0.036,0.025,60.0,42.0
3180,18.8,0.0,5.9,82.0,17.7,999.3,1.0,30.9,0.006,0.3,0.051,0.019,56.0,47.0
3181,19.5,0.0,4.9,81.0,18.3,999.3,1.0,32.1,0.005,0.3,0.05,0.018,50.0,41.0
3182,20.2,0.0,4.2,74.0,17.5,999.5,1.0,33.5,0.004,0.3,0.056,0.015,42.0,32.0
3183,20.4,0.0,3.9,69.0,16.5,998.8,1.0,33.3,0.004,0.3,0.067,0.016,39.0,24.0
3184,20.1,0.0,4.8,68.0,16.0,997.9,1.0,28.2,0.003,0.3,0.061,0.013,43.0,24.0
3185,20.9,0.0,8.2,62.0,15.3,996.9,1.0,23.3,0.004,0.3,0.054,0.018,44.0,19.0
3186,20.7,0.0,6.6,59.0,14.3,997.2,1.0,21.4,0.004,0.3,0.056,0.016,46.0,27.0
3187,19.9,0.0,9.0,60.0,13.8,997.2,0.6,19.2,0.003,0.3,0.057,0.014,36.0,26.0
3188,19.1,0.0,5.4,65.0,14.3,997.3,0.0,17.9,0.003,0.3,0.053,0.018,38.0,22.0
3189,19.0,0.0,4.8,65.0,14.2,997.6,0.0,17.1,0.004,0.3,0.052,0.015,43.0,25.0
3190,18.6,0.0,7.7,72.0,15.4,998.1,0.0,16.7,0.003,0.3,0.054,0.01,35.0,23.0
3191,18.5,0.0,6.8,71.0,15.1,998.7,0.0,16.2,0.003,0.3,0.046,0.014,34.0,19.0
3192,18.2,0.0,3.0,58.0,12.0,999.0,0.0,15.2,0.008,0.3,0.031,0.027,31.0,21.0
3193,17.7,0.0,3.9,44.0,8.8,999.1,0.0,13.7,0.004,0.3,0.041,0.022,38.0,23.0
3194,17.3,0.0,4.0,43.0,8.4,999.2,0.0,13.1,0.002,0.3,0.052,0.014,71.0,30.0
3195,16.4,0.0,1.3,48.0,8.9,999.8,0.0,12.7,0.003,0.3,0.054,0.013,75.0,32.0
3196,15.5,0.0,1.8,52.0,9.1,1000.2,0.0,12.3,0.002,0.3,0.054,0.011,92.0,39.0
3197,14.4,0.0,1.5,60.0,9.8,1000.8,0.0,11.9,0.002,0.3,0.04,0.019,83.0,36.0
3198,14.4,0.0,1.1,56.0,9.2,1001.3,0.0,11.9,0.002,0.4,0.039,0.022,65.0,33.0
3199,15.2,0.0,0.9,54.0,9.3,1001.6,0.8,13.2,0.004,0.3,0.046,0.018,67.0,33.0
3200,18.1,0.0,1.7,42.0,8.7,1001.6,1.0,15.7,0.006,0.3,0.046,0.018,69.0,32.0
3201,19.5,0.0,4.2,40.0,9.0,1001.7,1.0,23.6,0.004,0.3,0.05,0.013,69.0,31.0
3202,20.3,0.0,4.7,42.0,9.9,1001.6,1.0,31.4,0.004,0.3,0.052,0.011,63.0,25.0
3203,21.3,0.0,6.7,38.0,9.5,1001.0,1.0,35.9,0.004,0.3,0.057,0.012,51.0,21.0
3204,21.5,0.0,8.9,36.0,9.2,1000.8,1.0,38.5,0.005,0.4,0.062,0.011,62.0,25.0
3205,22.2,0.0,8.6,36.0,9.6,1000.2,1.0,39.8,0.005,0.4,0.062,0.014,67.0,28.0
3206,23.1,0.0,6.2,39.0,10.9,999.8,1.0,39.8,0.006,0.4,0.061,0.014,58.0,24.0
3207,22.8,0.0,6.6,37.0,10.2,999.6,1.0,38.2,0.006,0.3,0.057,0.014,59.0,25.0
3208,22.2,0.0,5.1,44.0,11.7,999.4,1.0,31.4,0.006,0.3,0.06,0.013,66.0,25.0
3209,21.1,0.0,6.0,51.0,12.7,999.1,1.0,25.7,0.007,0.3,0.053,0.019,66.0,28.0
3210,21.7,0.0,4.5,53.0,13.7,999.4,1.0,24.4,0.004,0.3,0.052,0.014,62.0,27.0
3211,20.1,0.0,4.2,50.0,11.7,1000.1,0.9,21.0,0.004,0.3,0.036,0.023,44.0,17.0
3212,20.2,0.0,1.0,26.0,6.1,1000.8,0.0,18.6,0.002,0.3,0.042,0.014,38.0,15.0
3213,19.4,0.0,5.0,26.0,5.8,1001.7,0.0,17.3,0.002,0.2,0.036,0.018,35.0,11.0
3214,18.4,0.0,1.7,27.0,5.7,1002.6,0.0,16.5,0.002,0.2,0.041,0.014,31.0,10.0
3215,17.4,0.0,1.7,28.0,5.6,1003.0,0.0,15.6,0.002,0.2,0.042,0.015,33.0,17.0
3216,16.5,0.0,1.6,30.0,5.6,1003.6,0.0,14.7,0.002,0.2,0.041,0.013,36.0,18.0
3217,15.8,0.0,1.6,32.0,5.8,1003.4,0.0,13.9,0.002,0.2,0.044,0.009,32.0,12.0
3218,15.3,0.0,2.3,33.0,5.7,1003.8,0.0,13.4,0.003,0.3,0.039,0.013,28.0,11.0
3219,14.8,0.0,2.1,34.0,5.7,1004.0,0.0,12.9,0.002,0.2,0.043,0.01,34.0,15.0
3220,14.2,0.0,1.6,35.0,5.7,1003.9,0.0,12.5,0.002,0.3,0.033,0.019,35.0,10.0
3221,13.8,0.0,2.0,38.0,6.0,1003.9,0.0,11.9,0.005,0.7,0.029,0.025,33.0,16.0
3222,13.7,0.0,1.8,39.0,6.1,1004.3,0.0,12.2,0.004,0.3,0.026,0.032,50.0,23.0
3223,14.5,0.0,1.3,42.0,6.9,1004.8,0.0,14.1,0.005,0.3,0.025,0.034,50.0,20.0
3224,16.1,0.0,2.6,43.0,7.8,1005.2,0.4,17.3,0.005,0.3,0.032,0.027,53.0,21.0
3225,17.1,0.0,4.0,44.0,8.5,1005.2,1.0,21.5,0.005,0.3,0.042,0.019,57.0,20.0
3226,19.2,0.0,3.4,41.0,9.1,1004.8,1.0,27.2,0.004,0.3,0.047,0.016,52.0,22.0
3227,19.9,0.0,4.8,42.0,9.7,1004.5,1.0,33.2,0.004,0.3,0.048,0.016,56.0,15.0
3228,20.9,0.0,5.8,39.0,9.6,1004.1,1.0,35.8,0.005,0.3,0.048,0.015,51.0,17.0
3229,19.4,0.0,6.9,52.0,11.6,1003.5,1.0,35.5,0.005,0.3,0.049,0.017,57.0,17.0
3230,20.4,0.0,5.9,41.0,9.7,1002.6,1.0,35.1,0.006,0.3,0.046,0.022,58.0,16.0
3231,20.1,0.0,6.5,44.0,10.3,1002.1,0.8,30.8,0.006,0.4,0.047,0.02,56.0,17.0
3232,20.4,0.0,6.3,45.0,10.7,1002.0,0.8,29.0,0.005,0.3,0.049,0.024,61.0,17.0
3233,20.1,0.0,5.6,50.0,11.7,1001.9,1.0,25.7,0.005,0.3,0.047,0.021,57.0,15.0
3234,19.8,0.0,5.1,48.0,11.0,1001.8,0.9,22.9,0.006,0.3,0.04,0.028,55.0,22.0
3235,19.1,0.0,4.9,50.0,11.0,1002.1,0.6,20.6,0.005,0.3,0.041,0.023,48.0,20.0
3236,18.4,0.0,3.7,51.0,10.7,1002.6,0.0,18.7,0.004,0.3,0.034,0.029,46.0,23.0
3237,18.1,0.0,0.8,48.0,9.9,1002.9,0.0,17.7,0.007,0.3,0.03,0.03,53.0,24.0
3238,18.4,0.0,2.9,41.0,8.6,1002.9,0.0,16.8,0.005,0.3,0.019,0.039,48.0,22.0
3239,18.1,0.0,4.1,42.0,8.7,1002.9,0.0,16.0,0.009,0.3,0.012,0.046,48.0,26.0
3240,17.4,0.0,2.1,47.0,9.3,1003.1,0.0,15.4,0.006,0.3,0.026,0.031,50.0,26.0
3241,16.8,0.0,3.8,49.0,9.3,1002.7,0.0,14.8,0.004,0.3,0.038,0.021,43.0,18.0
3242,16.4,0.0,1.8,52.0,9.7,1002.9,0.0,14.3,0.003,0.3,0.043,0.015,25.0,13.0
3243,15.6,0.0,2.5,53.0,9.3,1002.8,0.0,13.9,0.003,0.2,0.044,0.012,21.0,11.0
3244,15.2,0.0,3.3,57.0,9.8,1002.7,0.0,13.6,0.003,0.2,0.039,0.014,22.0,12.0
3245,14.6,0.0,1.7,60.0,9.9,1002.7,0.0,13.1,0.003,0.3,0.029,0.023,24.0,12.0
3246,14.8,0.0,1.7,60.0,10.0,1002.9,0.0,13.4,0.004,0.3,0.02,0.032,29.0,18.0
3247,15.5,0.0,2.6,62.0,10.9,1003.1,0.8,14.3,0.003,0.3,0.023,0.029,41.0,22.0
3248,17.5,0.0,3.2,57.0,11.3,1003.0,1.0,17.3,0.003,0.3,0.029,0.025,40.0,25.0
3249,19.9,0.0,1.7,50.0,11.6,1003.0,1.0,23.4,0.003,0.4,0.03,0.026,47.0,21.0
3250,19.6,0.0,3.7,53.0,12.0,1003.0,1.0,28.5,0.004,0.3,0.033,0.029,58.0,26.0
3251,20.4,0.0,4.1,50.0,11.9,1002.9,1.0,32.8,0.004,0.3,0.053,0.019,46.0,27.0
3252,20.2,0.0,4.8,49.0,11.6,1002.7,1.0,35.6,0.003,0.3,0.06,0.016,35.0,13.0
3253,20.4,0.0,4.1,49.0,11.7,1002.2,0.9,36.3,0.004,0.3,0.062,0.019,33.0,24.0
3254,20.8,0.0,2.5,53.0,12.9,1001.8,1.0,35.0,0.005,0.3,0.063,0.019,38.0,25.0
3255,20.7,0.0,2.8,50.0,12.1,1001.4,1.0,35.1,0.005,0.3,0.054,0.024,43.0,27.0
3256,20.2,0.0,3.6,63.0,14.9,1001.0,1.0,32.0,0.005,0.3,0.061,0.017,37.0,27.0
3257,18.2,0.0,4.3,62.0,12.9,1001.3,1.0,26.3,0.003,0.3,0.061,0.015,39.0,28.0
3258,18.0,0.0,1.7,61.0,12.5,1001.0,0.4,24.3,0.004,0.3,0.054,0.023,33.0,26.0
3259,17.3,0.0,1.7,62.0,12.2,1001.1,0.5,21.9,0.012,0.3,0.038,0.035,37.0,20.0
3260,16.9,0.0,2.8,63.0,12.1,1001.4,0.0,20.7,0.01,0.3,0.029,0.034,34.0,31.0
3261,16.4,0.0,4.1,78.0,14.5,1001.6,0.0,20.0,0.008,0.3,0.033,0.027,31.0,28.0
3262,16.2,0.0,1.3,74.0,13.6,1001.8,0.0,19.1,0.008,0.3,0.029,0.027,32.0,25.0
3263,16.3,0.0,1.1,72.0,13.3,1001.7,0.0,18.7,0.007,0.3,0.041,0.018,32.0,25.0
3264,16.1,0.0,4.6,77.0,14.0,1001.7,0.0,18.3,0.004,0.3,0.046,0.01,31.0,20.0
3265,15.7,0.0,0.9,81.0,14.4,1001.5,0.0,17.7,0.005,0.3,0.039,0.015,31.0,18.0
3266,15.5,0.0,0.7,77.0,13.5,1001.3,0.0,17.0,0.005,0.3,0.037,0.015,33.0,25.0
3267,15.6,0.0,0.4,79.0,13.9,1001.3,0.0,16.8,0.004,0.3,0.032,0.016,39.0,28.0
3268,15.5,0.0,1.0,74.0,12.9,1001.0,0.0,16.3,0.004,0.3,0.02,0.023,36.0,26.0
3269,15.2,0.0,1.9,72.0,12.4,1001.3,0.0,15.5,0.004,0.4,0.01,0.032,46.0,41.0
3270,15.3,0.0,1.0,72.0,12.4,1001.7,0.0,15.7,0.004,0.4,0.007,0.037,61.0,45.0
3271,16.8,0.0,1.0,69.0,13.1,1002.1,0.7,16.8,0.005,0.4,0.01,0.04,65.0,43.0
3272,19.0,0.0,1.4,60.0,13.1,1002.6,1.0,19.4,0.004,0.4,0.023,0.038,81.0,48.0
3273,20.1,0.0,2.5,60.0,14.0,1002.8,1.0,24.4,0.005,0.4,0.032,0.036,69.0,45.0
3274,20.1,0.0,3.5,62.0,14.5,1002.9,1.0,29.8,0.009,0.4,0.042,0.034,87.0,46.0
3275,20.8,0.0,3.7,62.0,15.2,1003.0,1.0,33.9,0.015,0.4,0.083,0.033,62.0,41.0
3276,19.6,0.0,3.8,76.0,17.3,1003.1,1.0,35.0,0.011,0.3,0.067,0.02,82.0,59.0
3277,19.8,0.0,2.8,67.0,15.4,1003.1,0.8,33.8,0.012,0.4,0.073,0.022,57.0,48.0
3278,20.2,0.0,3.5,66.0,15.6,1003.1,0.6,32.8,0.008,0.4,0.07,0.022,61.0,44.0
3279,20.7,0.0,3.0,62.0,15.1,1002.7,1.0,33.9,0.01,0.4,0.071,0.023,57.0,40.0
3280,20.3,0.0,3.3,60.0,14.2,1003.0,1.0,31.4,0.01,0.4,0.069,0.022,63.0,45.0
3281,18.8,0.0,2.2,67.0,14.5,1003.2,0.3,26.7,0.009,0.4,0.058,0.026,66.0,38.0
3282,18.1,0.0,2.3,75.0,15.5,1003.5,0.5,24.0,0.008,0.4,0.051,0.025,67.0,42.0
3283,17.2,0.0,1.7,80.0,15.7,1004.0,0.2,21.8,0.011,0.4,0.041,0.031,54.0,36.0
3284,16.7,0.0,1.2,81.0,15.4,1004.6,0.0,20.1,0.012,0.4,0.023,0.044,52.0,36.0
3285,16.4,0.0,0.7,83.0,15.4,1005.1,0.0,19.1,0.009,0.4,0.012,0.051,65.0,44.0
3286,16.4,0.0,1.0,82.0,15.3,1005.7,0.0,18.2,0.008,0.4,0.018,0.043,58.0,43.0
3287,16.2,0.0,0.7,81.0,14.9,1006.2,0.0,17.6,0.006,0.3,0.037,0.021,65.0,44.0
3288,16.0,0.0,2.9,80.0,14.5,1006.2,0.0,17.0,0.008,0.3,0.037,0.019,60.0,43.0
3289,15.8,0.0,1.9,83.0,14.9,1006.1,0.0,16.6,0.014,0.3,0.028,0.029,52.0,44.0
3290,15.2,0.0,1.4,80.0,13.7,1006.1,0.0,16.0,0.013,0.4,0.014,0.037,63.0,47.0
3291,15.1,0.0,1.4,81.0,13.8,1005.9,0.0,15.5,0.005,0.5,0.005,0.036,77.0,60.0
3292,15.1,0.0,1.4,80.0,13.7,1005.9,0.0,15.1,0.004,0.5,0.01,0.029,81.0,65.0
3293,15.2,0.0,3.4,74.0,12.7,1006.3,0.0,14.9,0.005,0.7,0.011,0.032,106.0,0.0
3294,15.9,0.0,3.6,70.0,12.6,1006.8,0.0,15.1,0.005,0.7,0.012,0.033,109.0,73.0
3295,17.2,0.0,2.2,68.0,13.3,1007.2,0.8,16.3,0.005,0.6,0.014,0.038,112.0,74.0
3296,19.0,0.0,3.0,61.0,13.3,1007.6,1.0,18.9,0.005,0.5,0.028,0.039,111.0,79.0
3297,20.7,0.0,2.5,57.0,13.8,1007.8,1.0,24.3,0.006,0.5,0.05,0.033,100.0,68.0
3298,23.3,0.0,1.4,46.0,13.1,1007.8,1.0,31.3,0.008,0.4,0.058,0.029,94.0,50.0
3299,24.7,0.0,4.0,39.0,12.1,1007.6,1.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0
3300,23.9,0.0,3.4,56.0,16.5,1007.4,1.0,39.5,0.006,0.4,0.074,0.031,70.0,42.0
3301,22.0,0.0,4.9,60.0,15.8,1007.3,1.0,40.0,0.006,0.4,0.077,0.028,63.0,42.0
3302,20.8,0.0,5.4,65.0,15.9,1007.2,1.0,39.6,0.006,0.4,0.088,0.02,63.0,37.0
3303,21.0,0.0,4.9,65.0,16.1,1006.8,1.0,37.8,0.005,0.4,0.088,0.019,55.0,40.0
