������,�����Ͻ�,���(��C),������(mm),ǳ��(m__s),����(%),�����(hPa),�������(hPa),����(hr),����(10m),����µ�(��C),SO2,CO,O3,NO2,PM10,PM25
0.3112763157894737,2017091310,17.5,0.0,1.2,85.0,16.9,992.0,0.3,1186.0,22.7,0.001,0.3,0.018,0.013,22.0,14.0
0.3914342105263158,2017091311,17.6,0.0,1.1,73.0,14.6,991.8,1.0,1454.0,26.2,0.002,0.3,0.032,0.015,24.0,16.0
0.4235,2017091312,20.5,0.0,1.5,58.0,13.9,991.2,1.0,1935.0,28.9,0.002,0.3,0.046,0.012,29.0,11.0
0.4338684210526315,2017091313,23.1,0.0,1.5,43.0,12.1,990.8,1.0,1992.0,32.4,0.002,0.3,0.052,0.009,30.0,10.0
0.4225,2017091314,24.4,0.0,0.8,37.0,11.2,990.4,1.0,2000.0,35.8,0.002,0.2,0.052,0.01,23.0,8.0
0.3731315789473684,2017091315,25.0,0.0,0.7,35.0,11.0,989.7,1.0,1974.0,37.1,0.002,0.2,0.053,0.009,21.0,6.0
0.2992894736842105,2017091316,25.3,0.0,0.7,34.0,10.9,989.4,1.0,1985.0,36.4,0.002,0.2,0.051,0.011,13.0,6.0
0.1961578947368421,2017091317,25.2,0.0,0.5,36.0,11.5,989.4,1.0,2000.0,34.4,0.002,0.2,0.049,0.011,13.0,6.0
0.0783026315789473,2017091318,24.5,0.0,0.7,41.0,12.5,989.6,1.0,2000.0,30.9,0.002,0.2,0.057,0.02,13.0,5.0
0.0029078947368421,2017091319,22.7,0.0,1.1,52.0,14.3,989.8,1.0,2000.0,25.3,0.002,0.3,0.035,0.034,16.0,8.0
0.0,2017091320,18.9,0.0,0.6,74.0,16.1,990.5,0.2,2000.0,21.8,0.002,0.4,0.02,0.041,20.0,12.0
0.0,2017091321,17.0,0.0,1.0,82.0,15.8,991.1,0.0,2000.0,19.6,0.002,0.4,0.02,0.036,23.0,14.0
0.0,2017091322,16.1,0.0,0.3,85.0,15.5,991.7,0.0,2000.0,18.1,0.001,0.4,0.012,0.037,27.0,15.0
0.0,2017091323,15.1,0.0,0.0,90.0,15.4,991.9,0.0,2000.0,17.0,0.001,0.4,0.004,0.036,33.0,14.0
0.0,2017091324,14.1,0.0,0.0,94.0,15.1,992.1,0.0,1989.0,16.2,0.001,0.4,0.004,0.031,33.0,18.0
0.0,2017091401,13.7,0.0,0.2,95.0,14.9,992.4,0.0,1961.0,15.4,0.001,0.4,0.006,0.021,30.0,16.0
0.0,2017091402,12.9,0.0,1.1,97.0,14.4,992.6,0.0,212.0,14.8,0.001,0.3,0.007,0.017,22.0,12.0
0.0,2017091403,12.8,0.0,0.0,98.0,14.4,992.8,0.0,130.0,14.8,0.001,0.3,0.006,0.016,18.0,14.0
0.0,2017091404,13.1,0.0,0.0,98.0,14.7,992.6,0.0,431.0,15.4,0.001,0.3,0.005,0.013,19.0,14.0
0.0,2017091405,13.2,0.0,0.0,98.0,14.8,992.5,0.0,381.0,16.0,0.001,0.3,0.005,0.013,21.0,12.0
0.0,2017091406,13.4,0.0,0.1,97.0,14.9,992.7,0.0,1247.0,16.1,0.001,0.3,0.002,0.013,19.0,10.0
0.0056447368421052,2017091407,13.4,0.0,1.2,96.0,14.7,992.9,0.0,1377.0,16.0,0.001,0.3,0.002,0.011,20.0,8.0
0.0972105263157894,2017091408,13.5,0.0,1.5,94.0,14.5,993.6,0.0,1620.0,16.2,0.001,0.3,0.006,0.013,24.0,13.0
0.1917763157894736,2017091409,14.5,0.0,0.1,86.0,14.1,993.5,0.2,1911.0,18.2,0.001,0.3,0.012,0.016,31.0,18.0
0.305328947368421,2017091410,15.3,0.0,1.0,86.0,14.9,993.6,0.6,1842.0,20.5,0.002,0.3,0.019,0.021,34.0,14.0
0.3824736842105263,2017091411,17.4,0.0,1.0,76.0,15.1,993.6,1.0,1938.0,26.6,0.002,0.4,0.03,0.024,32.0,14.0
0.4251973684210526,2017091412,20.2,0.0,1.0,62.0,14.6,992.8,1.0,2000.0,30.9,0.002,0.3,0.048,0.02,37.0,15.0
0.4366578947368421,2017091413,22.3,0.0,1.8,55.0,14.8,992.1,1.0,1995.0,35.3,0.002,0.3,0.065,0.016,35.0,12.0
0.419921052631579,2017091414,23.8,0.0,1.3,48.0,14.1,991.1,1.0,1931.0,38.0,0.002,0.3,0.077,0.014,31.0,14.0
0.3700657894736842,2017091415,26.0,0.0,1.1,43.0,14.4,990.2,1.0,2000.0,39.3,0.002,0.3,0.086,0.012,29.0,15.0
0.2592105263157894,2017091416,25.7,0.0,1.3,40.0,13.1,989.7,1.0,2000.0,38.2,0.001,0.2,0.076,0.013,30.0,12.0
0.2054736842105263,2017091417,26.0,0.0,1.6,46.0,15.4,989.5,1.0,2000.0,35.4,0.001,0.2,0.074,0.012,21.0,11.0
0.0754210526315789,2017091418,25.8,0.0,0.5,49.0,16.2,989.6,1.0,2000.0,32.7,0.001,0.3,0.068,0.023,19.0,10.0
0.002828947368421,2017091419,23.4,0.0,1.1,58.0,16.6,990.0,1.0,2000.0,27.0,0.001,0.4,0.05,0.04,29.0,10.0
0.0,2017091420,21.8,0.0,1.1,70.0,18.2,990.5,0.2,2000.0,24.7,0.002,0.5,0.025,0.046,30.0,14.0
0.0,2017091421,20.6,0.0,1.1,72.0,17.4,991.5,0.0,2000.0,22.4,0.002,0.4,0.03,0.033,40.0,20.0
0.0,2017091422,20.6,0.0,1.2,71.0,17.2,992.5,0.0,2000.0,21.4,0.001,0.4,0.015,0.032,29.0,16.0
0.0,2017091423,20.5,0.0,1.4,68.0,16.3,992.9,0.0,2000.0,21.0,0.001,0.4,0.015,0.026,37.0,18.0
0.0,2017091424,20.0,0.0,0.1,69.0,16.1,993.0,0.0,2000.0,20.5,0.001,0.4,0.015,0.023,34.0,17.0
0.0,2017091501,18.7,0.0,1.4,76.0,16.3,993.2,0.0,2000.0,19.5,0.001,0.4,0.017,0.015,32.0,18.0
0.0,2017091502,17.8,0.0,0.9,78.0,15.9,992.9,0.0,2000.0,18.2,0.001,0.4,0.017,0.01,29.0,18.0
0.0,2017091503,16.7,0.0,0.6,84.0,15.9,992.9,0.0,2000.0,17.1,0.001,0.3,0.017,0.008,30.0,21.0
0.0,2017091504,15.6,0.0,0.7,91.0,16.1,992.8,0.0,1794.0,16.4,0.001,0.3,0.017,0.008,23.0,14.0
0.0,2017091505,15.1,0.0,0.4,94.0,16.1,992.6,0.0,1215.0,15.8,0.001,0.3,0.019,0.008,24.0,14.0
0.0,2017091506,14.6,0.0,0.1,96.0,15.9,992.8,0.0,848.0,15.4,0.001,0.3,0.016,0.012,20.0,12.0
0.0023552631578947,2017091507,14.1,0.0,0.1,97.0,15.6,993.2,0.0,512.0,15.0,0.001,0.3,0.005,0.022,24.0,13.0
0.0715657894736842,2017091508,14.6,0.0,0.0,96.0,15.9,993.7,0.0,783.0,15.3,0.001,0.3,0.009,0.02,30.0,14.0
0.2051710526315789,2017091509,17.4,0.0,0.5,83.0,16.4,993.6,0.7,1874.0,18.4,0.001,0.3,0.019,0.013,26.0,9.0
0.2041052631578947,2017091510,21.1,0.0,0.3,64.0,16.0,993.6,1.0,2000.0,24.2,0.001,0.2,0.03,0.009,22.0,9.0
0.3312763157894737,2017091511,24.9,0.0,3.2,44.0,13.8,993.5,1.0,2000.0,30.8,0.002,0.2,0.037,0.007,16.0,8.0
0.1833552631578947,2017091512,24.0,0.0,3.6,47.0,13.9,993.2,0.8,2000.0,30.4,0.002,0.2,0.039,0.007,10.0,6.0
0.3136578947368421,2017091513,23.7,0.0,3.6,49.0,14.3,992.8,0.4,2000.0,29.6,0.001,0.2,0.041,0.005,9.0,5.0
0.3021710526315789,2017091514,23.7,0.0,4.1,43.0,12.5,992.1,0.4,2000.0,30.1,0.001,0.2,0.041,0.006,8.0,5.0
0.2018421052631579,2017091515,25.4,0.0,3.7,39.0,12.6,991.1,0.9,2000.0,36.3,0.001,0.2,0.043,0.008,7.0,4.0
0.1647894736842105,2017091516,24.3,0.0,4.0,40.0,12.1,990.8,1.0,2000.0,35.7,0.001,0.2,0.043,0.009,7.0,3.0
0.1166447368421052,2017091517,23.4,0.0,2.6,44.0,12.6,990.6,1.0,2000.0,32.4,0.002,0.2,0.041,0.011,6.0,2.0
0.0354605263157894,2017091518,21.4,0.0,3.9,46.0,11.6,990.8,0.5,2000.0,27.4,0.002,0.2,0.038,0.013,4.0,2.0
0.0005131578947368,2017091519,19.9,0.0,3.3,52.0,12.0,991.4,0.1,2000.0,23.5,0.001,0.2,0.032,0.014,6.0,2.0
0.0,2017091520,18.7,0.0,1.6,57.0,12.2,991.2,0.0,1738.0,20.6,0.001,0.2,0.034,0.01,9.0,5.0
0.0,2017091521,16.8,0.0,0.7,68.0,12.9,991.4,0.0,2000.0,18.9,0.001,0.2,0.028,0.012,8.0,4.0
0.0,2017091522,17.1,0.0,0.0,67.0,13.0,991.5,0.0,2000.0,17.8,0.001,0.2,0.023,0.013,7.0,2.0
0.0,2017091523,15.2,0.0,0.4,82.0,14.1,991.2,0.0,2000.0,17.1,0.001,0.2,0.021,0.014,8.0,1.0
0.0,2017091524,15.0,0.0,0.0,83.0,14.1,990.9,0.0,2000.0,16.6,0.001,0.2,0.022,0.011,8.0,2.0
0.0,2017091601,14.3,0.0,0.2,86.0,13.9,991.0,0.0,2000.0,16.1,0.001,0.2,0.019,0.011,11.0,3.0
0.0,2017091602,14.0,0.0,0.0,88.0,14.0,990.5,0.0,2000.0,15.6,0.001,0.2,0.019,0.01,10.0,2.0
0.0,2017091603,13.5,0.0,0.0,92.0,14.2,990.3,0.0,2000.0,15.2,0.001,0.2,0.017,0.009,8.0,7.0
0.0,2017091604,13.3,0.0,0.0,92.0,14.0,990.0,0.0,2000.0,14.8,0.001,0.2,0.016,0.008,9.0,5.0
0.0,2017091605,12.9,0.0,0.0,94.0,13.9,989.9,0.0,2000.0,14.4,0.001,0.2,0.014,0.008,8.0,3.0
0.0,2017091606,12.6,0.0,0.0,95.0,13.8,989.7,0.0,2000.0,14.1,0.001,0.2,0.011,0.01,5.0,3.0
0.0031315789473684,2017091607,12.6,0.0,0.1,96.0,13.9,989.6,0.0,2000.0,14.2,0.001,0.2,0.007,0.016,6.0,4.0
0.0457236842105263,2017091608,12.5,0.0,0.0,96.0,13.8,989.4,0.0,2000.0,14.6,0.001,0.2,0.009,0.016,9.0,4.0
0.0901710526315789,2017091609,14.1,0.0,0.0,92.0,14.8,989.4,0.0,2000.0,16.8,0.001,0.2,0.012,0.015,16.0,5.0
0.1301710526315789,2017091610,16.2,0.0,0.1,84.0,15.4,989.0,0.0,2000.0,19.6,0.001,0.2,0.02,0.011,17.0,6.0
0.1537894736842105,2017091611,19.4,0.0,0.2,72.0,16.2,988.6,0.1,2000.0,23.2,0.001,0.2,0.023,0.01,9.0,4.0
0.2698947368421052,2017091612,23.8,0.0,2.5,63.0,18.5,988.3,0.2,2000.0,28.3,0.001,0.2,0.027,0.007,10.0,3.0
0.177578947368421,2017091613,23.5,0.0,4.4,52.0,15.0,987.5,0.7,2000.0,30.9,0.001,0.2,0.03,0.008,10.0,4.0
0.1586052631578947,2017091614,22.8,0.0,4.1,53.0,14.7,986.9,0.2,2000.0,29.6,0.002,0.2,0.032,0.007,6.0,3.0
0.1420921052631578,2017091615,22.7,0.0,3.5,52.0,14.3,986.2,0.0,2000.0,29.2,0.002,0.2,0.032,0.007,3.0,3.0
0.1496447368421052,2017091616,22.2,0.0,2.4,53.0,14.1,985.4,0.0,2000.0,28.3,0.002,0.2,0.033,0.008,5.0,4.0
0.0675921052631578,2017091617,22.5,0.0,3.1,55.0,15.0,985.1,0.0,2000.0,28.2,0.002,0.2,0.032,0.008,9.0,3.0
0.0219342105263157,2017091618,21.4,0.0,3.1,59.0,15.0,985.5,0.1,2000.0,25.6,0.002,0.2,0.029,0.01,12.0,3.0
0.0001315789473684,2017091619,20.8,0.0,3.3,61.0,14.9,985.5,0.0,2000.0,23.2,0.001,0.2,0.024,0.013,11.0,4.0
0.0,2017091620,20.1,0.0,1.9,63.0,14.8,985.6,0.0,2000.0,20.9,0.001,0.2,0.022,0.012,11.0,3.0
0.0,2017091621,19.8,0.0,1.4,64.0,14.7,985.5,0.0,2000.0,19.8,0.001,0.2,0.022,0.01,12.0,4.0
0.0,2017091622,19.0,0.0,0.0,69.0,15.1,985.9,0.0,2000.0,19.2,0.001,0.2,0.021,0.01,9.0,4.0
0.0,2017091623,19.2,0.0,0.5,67.0,14.9,985.4,0.0,2000.0,18.3,0.001,0.2,0.018,0.012,7.0,2.0
0.0,2017091624,17.8,0.0,0.0,79.0,16.1,985.3,0.0,2000.0,18.5,0.001,0.3,0.012,0.016,8.0,1.0
0.0,2017091701,16.8,0.0,0.0,82.0,15.7,984.5,0.0,2000.0,18.1,0.001,0.2,0.016,0.01,10.0,1.0
0.0,2017091702,15.9,0.0,0.0,88.0,15.9,983.7,0.0,2000.0,17.3,0.001,0.3,0.013,0.011,10.0,2.0
0.0,2017091703,15.2,0.0,0.0,92.0,15.9,983.3,0.0,2000.0,16.2,0.002,0.3,0.01,0.011,8.0,1.0
0.0,2017091704,14.7,0.0,0.5,95.0,15.9,982.6,0.0,1942.0,15.7,0.001,0.3,0.01,0.01,8.0,2.0
0.0,2017091705,14.6,0.0,0.4,95.0,15.8,982.2,0.0,1995.0,15.2,0.002,0.3,0.011,0.01,7.0,2.0
0.0,2017091706,14.9,0.0,0.8,93.0,15.7,981.8,0.0,1996.0,15.1,0.002,0.3,0.008,0.012,6.0,2.0
0.0029210526315789,2017091707,15.9,0.0,1.1,88.0,15.9,981.6,0.0,2000.0,15.1,0.002,0.3,0.008,0.012,4.0,2.0
0.0384342105263157,2017091708,19.3,0.0,1.0,74.0,16.5,981.8,0.0,2000.0,16.9,0.002,0.3,0.007,0.015,4.0,2.0
0.108078947368421,2017091709,22.1,0.0,0.8,64.0,16.9,981.6,0.4,2000.0,20.8,0.002,0.3,0.008,0.017,10.0,4.0
0.2440657894736842,2017091710,21.4,0.0,1.6,64.0,16.3,981.2,0.6,2000.0,23.4,0.002,0.3,0.016,0.012,17.0,3.0
0.2705526315789474,2017091711,22.9,0.0,2.7,57.0,15.9,981.3,0.7,2000.0,28.9,0.002,0.2,0.024,0.009,11.0,4.0
0.2910657894736841,2017091712,25.6,0.0,2.6,55.0,17.9,980.5,0.8,2000.0,33.0,0.001,0.2,0.033,0.005,11.0,2.0
0.2025,2017091713,25.8,0.0,4.1,53.0,17.5,979.4,0.9,2000.0,36.7,0.001,0.2,0.035,0.004,8.0,1.0
0.1842368421052631,2017091714,23.5,0.0,3.5,58.0,16.7,979.0,0.4,2000.0,33.2,0.001,0.2,0.037,0.004,6.0,2.0
0.1996973684210526,2017091715,23.7,0.0,2.8,60.0,17.5,978.3,0.4,2000.0,32.8,0.001,0.2,0.037,0.003,8.0,5.0
0.124,2017091716,23.0,0.0,3.4,58.0,16.2,977.8,0.7,2000.0,32.5,0.001,0.2,0.034,0.004,6.0,5.0
0.1151578947368421,2017091717,22.4,0.0,3.2,60.0,16.2,977.5,0.1,2000.0,28.8,0.001,0.2,0.033,0.004,3.0,5.0
0.0353684210526315,2017091718,22.3,0.0,2.9,60.0,16.1,977.4,0.5,2000.0,29.6,0.001,0.2,0.032,0.004,2.0,5.0
0.0010526315789473,2017091719,21.5,0.0,1.8,65.0,16.6,977.7,0.7,2000.0,25.2,0.001,0.2,0.031,0.004,3.0,1.0
0.0,2017091720,20.4,0.0,2.1,69.0,16.5,977.8,0.0,2000.0,23.0,0.001,0.2,0.031,0.004,2.0,1.0
0.0,2017091721,20.0,0.0,1.0,69.0,16.1,978.4,0.0,2000.0,20.9,0.001,0.2,0.026,0.007,2.0,1.0
0.0,2017091722,19.5,0.0,0.2,73.0,16.5,978.7,0.0,2000.0,20.3,0.001,0.2,0.021,0.008,3.0,1.0
0.0,2017091723,17.8,0.0,0.0,84.0,17.0,978.7,0.0,2000.0,19.1,0.001,0.2,0.017,0.013,2.0,1.0
0.0,2017091724,17.7,0.0,0.0,85.0,17.2,978.7,0.0,2000.0,19.5,0.001,0.2,0.019,0.009,2.0,1.0
0.0,2017091801,16.7,0.0,0.7,91.0,17.3,978.5,0.0,2000.0,18.3,0.001,0.2,0.013,0.01,3.0,1.0
0.0,2017091802,15.4,0.0,0.6,95.0,16.5,978.6,0.0,2000.0,17.0,0.002,0.3,0.008,0.011,2.0,1.0
0.0,2017091803,15.1,0.0,0.0,95.0,16.2,979.0,0.0,1833.0,16.2,0.001,0.3,0.007,0.01,2.0,1.0
0.0,2017091804,14.8,0.0,0.0,97.0,16.3,979.4,0.0,2000.0,15.5,0.001,0.2,0.005,0.01,2.0,1.0
0.0,2017091805,14.2,0.0,0.0,97.0,15.7,979.8,0.0,1747.0,15.4,0.001,0.2,0.002,0.01,4.0,2.0
0.0,2017091806,14.4,0.0,0.0,98.0,16.0,980.0,0.0,1571.0,16.5,0.001,0.2,0.002,0.01,4.0,2.0
2.631578947368421e-05,2017091807,14.8,0.0,0.3,98.0,16.4,980.4,0.0,718.0,17.0,0.001,0.2,0.002,0.009,4.0,2.0
0.0149736842105263,2017091808,14.7,0.0,0.0,98.0,16.3,981.1,0.0,1214.0,17.6,0.001,0.3,0.004,0.008,7.0,6.0
0.0561973684210526,2017091809,15.2,0.0,0.0,95.0,16.3,981.5,0.0,1402.0,19.1,0.001,0.2,0.008,0.01,11.0,4.0
0.2116315789473684,2017091810,16.1,0.0,0.5,91.0,16.6,982.1,0.0,1066.0,21.0,0.001,0.2,0.015,0.011,10.0,5.0
0.3934473684210526,2017091811,17.4,0.0,0.9,83.0,16.4,982.2,0.4,982.0,26.2,0.001,0.3,0.019,0.014,10.0,6.0
0.4079605263157894,2017091812,21.0,0.0,0.8,65.0,16.1,981.7,1.0,1999.0,33.0,0.001,0.2,0.033,0.009,13.0,8.0
0.3687236842105263,2017091813,22.8,0.0,1.2,58.0,16.0,981.0,1.0,1982.0,37.4,0.002,0.2,0.039,0.008,14.0,8.0
0.27275,2017091814,23.2,0.0,1.0,55.0,15.6,980.4,0.7,2000.0,33.5,0.002,0.2,0.045,0.01,15.0,7.0
0.2243157894736842,2017091815,23.7,0.0,2.0,50.0,14.6,979.8,0.8,2000.0,33.8,0.002,0.2,0.049,0.013,26.0,7.0
0.2321184210526315,2017091816,24.9,0.0,1.7,46.0,14.5,979.7,0.5,2000.0,35.0,0.002,0.2,0.045,0.02,28.0,10.0
0.1449473684210526,2017091817,24.5,0.0,1.9,49.0,15.0,979.7,0.6,2000.0,32.0,0.002,0.3,0.053,0.026,29.0,14.0
0.04975,2017091818,24.0,0.0,1.2,50.0,14.9,979.7,1.0,2000.0,29.2,0.002,0.3,0.06,0.022,44.0,17.0
0.0019605263157894,2017091819,22.6,0.0,0.9,56.0,15.3,979.8,0.8,2000.0,25.2,0.002,0.4,0.046,0.029,36.0,15.0
0.0,2017091820,20.6,0.0,1.0,67.0,16.2,980.1,0.0,2000.0,21.9,0.002,0.4,0.03,0.036,43.0,18.0
0.0,2017091821,18.3,0.0,0.5,80.0,16.7,981.0,0.0,1721.0,19.8,0.003,0.5,0.016,0.041,40.0,20.0
0.0,2017091822,17.4,0.0,0.0,84.0,16.6,981.7,0.0,1781.0,18.7,0.002,0.5,0.013,0.037,51.0,26.0
0.0,2017091823,16.2,0.0,0.0,91.0,16.7,981.8,0.0,1145.0,17.5,0.002,0.4,0.015,0.029,40.0,21.0
0.0,2017091824,15.7,0.0,0.0,94.0,16.7,982.2,0.0,795.0,16.7,0.002,0.4,0.012,0.028,31.0,17.0
0.0,2017091901,15.0,0.0,0.0,95.0,16.1,982.2,0.0,621.0,16.0,0.002,0.4,0.014,0.021,29.0,18.0
0.0,2017091902,14.4,0.0,0.0,97.0,15.9,982.5,0.0,356.0,15.4,0.001,0.4,0.003,0.024,26.0,19.0
0.0,2017091903,13.9,0.0,0.0,97.0,15.4,982.8,0.0,311.0,14.9,0.001,0.4,0.009,0.018,29.0,18.0
0.0,2017091904,14.0,0.0,0.0,98.0,15.6,982.8,0.0,65.0,16.5,0.001,0.3,0.003,0.016,27.0,17.0
0.0,2017091905,13.9,0.0,0.2,98.0,15.5,983.0,0.0,233.0,16.3,0.001,0.3,0.003,0.014,24.0,14.0
0.0,2017091906,14.0,0.0,0.2,98.0,15.6,983.3,0.0,52.0,16.8,0.001,0.3,0.001,0.014,26.0,19.0
0.0,2017091907,13.6,0.0,0.9,98.0,15.2,983.5,0.0,163.0,16.7,0.001,0.3,0.002,0.012,29.0,21.0
0.0122894736842105,2017091908,13.9,0.0,0.0,98.0,15.5,984.2,0.0,262.0,17.1,0.001,0.4,0.003,0.013,29.0,20.0
0.0359736842105263,2017091909,14.7,0.0,0.3,94.0,15.7,984.1,0.0,475.0,19.0,0.001,0.4,0.007,0.015,38.0,23.0
0.1636315789473684,2017091910,16.2,0.0,0.0,91.0,16.7,984.4,0.0,555.0,21.0,0.002,0.5,0.014,0.02,41.0,28.0
0.2486578947368421,2017091911,18.9,0.0,0.3,78.0,16.9,984.2,0.3,900.0,24.9,0.002,0.6,0.047,0.019,49.0,30.0
0.29075,2017091912,23.1,0.0,0.8,66.0,18.5,983.4,1.0,959.0,31.4,0.002,0.6,0.069,0.013,66.0,44.0
0.2800921052631578,2017091913,22.5,0.0,1.2,64.0,17.4,982.7,0.9,564.0,34.4,0.002,0.6,0.073,0.011,86.0,52.0
0.1779605263157894,2017091914,24.5,0.0,1.1,58.0,17.7,982.1,0.9,643.0,35.4,0.002,0.6,0.067,0.021,91.0,54.0
0.0207763157894736,2017091915,23.6,0.0,0.8,62.0,17.9,981.3,0.6,628.0,31.7,0.001,0.7,0.058,0.025,90.0,58.0
0.0616710526315789,2017091916,21.6,0.0,0.6,77.0,19.7,981.9,0.0,440.0,25.5,0.001,0.6,0.048,0.028,79.0,63.0
0.0695131578947368,2017091917,21.4,1.2,0.0,94.0,23.8,981.0,0.1,189.0,25.3,0.001,0.6,0.041,0.029,59.0,54.0
0.0064605263157894,2017091918,20.8,0.0,1.8,91.0,22.2,981.4,0.2,181.0,23.6,0.001,0.6,0.032,0.04,44.0,34.0
6.578947368421052e-05,2017091919,20.2,0.0,0.7,92.0,21.7,981.2,0.0,179.0,22.0,0.002,0.8,0.023,0.054,61.0,39.0
0.0,2017091920,19.2,0.0,1.0,94.0,20.9,981.3,0.0,169.0,20.4,0.002,0.7,0.042,0.037,75.0,44.0
0.0,2017091921,18.5,0.0,0.0,96.0,20.4,981.3,0.0,124.0,19.4,0.002,0.6,0.073,0.012,89.0,54.0
0.0,2017091922,18.2,0.0,0.3,97.0,20.2,980.6,0.0,110.0,19.1,0.002,0.6,0.075,0.01,81.0,57.0
0.0,2017091923,20.0,0.0,1.7,86.0,20.0,980.4,0.0,337.0,19.5,0.002,0.6,0.079,0.007,85.0,62.0
0.0,2017091924,22.9,0.0,2.0,69.0,19.2,980.4,0.0,537.0,19.8,0.001,0.5,0.074,0.006,68.0,50.0
0.0,2017092001,17.8,9.9,1.8,86.0,17.5,981.4,0.0,614.0,17.7,0.002,0.6,0.073,0.007,32.0,30.0
0.0,2017092002,16.5,0.2,0.3,94.0,17.6,981.3,0.0,398.0,16.8,0.002,0.6,0.058,0.009,48.0,36.0
0.0,2017092003,16.0,0.0,0.3,96.0,17.4,981.4,0.0,203.0,16.5,0.002,0.6,0.067,0.006,56.0,38.0
0.0,2017092004,15.6,0.0,0.1,98.0,17.3,981.4,0.0,56.0,15.9,0.002,0.6,0.056,0.009,71.0,49.0
0.0,2017092005,15.4,0.0,0.0,98.0,17.0,981.8,0.0,7.0,16.6,0.002,0.5,0.044,0.01,66.0,46.0
0.0,2017092006,15.1,0.0,0.2,98.0,16.7,981.7,0.0,7.0,16.9,0.002,0.4,0.032,0.014,62.0,38.0
0.0009605263157894,2017092007,14.4,0.0,1.6,98.0,16.0,981.9,0.0,13.0,15.5,0.001,0.4,0.017,0.023,54.0,32.0
0.0696578947368421,2017092008,14.1,0.0,0.7,98.0,15.7,982.0,0.2,1017.0,14.6,0.001,0.3,0.021,0.017,43.0,20.0
0.2063947368421052,2017092009,15.9,0.0,0.5,76.0,13.7,982.7,0.9,1879.0,17.0,0.001,0.2,0.026,0.011,32.0,12.0
0.3226578947368421,2017092010,17.6,0.0,1.5,55.0,11.0,983.6,1.0,2000.0,20.9,0.001,0.1,0.029,0.009,18.0,10.0
0.4010131578947368,2017092011,18.4,0.0,2.1,49.0,10.3,984.1,1.0,1995.0,20.9,0.001,0.1,0.032,0.009,16.0,6.0
0.4401447368421052,2017092012,19.4,0.0,1.7,43.0,9.6,984.4,1.0,1968.0,26.5,0.001,0.2,0.034,0.01,17.0,4.0
0.451,2017092013,20.7,0.0,1.8,42.0,10.2,984.2,1.0,2000.0,28.4,0.001,0.2,0.037,0.01,14.0,4.0
0.4339868421052631,2017092014,21.4,0.0,1.9,42.0,10.6,983.8,1.0,1975.0,29.4,0.001,0.2,0.042,0.009,14.0,5.0
0.3871184210526315,2017092015,22.5,0.0,1.8,45.0,12.2,983.3,1.0,2000.0,29.9,0.001,0.2,0.045,0.012,13.0,4.0
0.3116578947368421,2017092016,22.6,0.0,2.1,42.0,11.5,983.1,1.0,2000.0,29.8,0.001,0.2,0.045,0.015,13.0,5.0
0.1913815789473684,2017092017,22.6,0.0,2.0,42.0,11.5,983.1,1.0,2000.0,28.3,0.001,0.2,0.046,0.02,17.0,8.0
0.0670131578947368,2017092018,21.8,0.0,2.3,43.0,11.2,983.6,1.0,2000.0,24.8,0.001,0.2,0.049,0.023,21.0,8.0
0.0005,2017092019,20.4,0.0,1.7,49.0,11.7,984.2,1.0,2000.0,20.4,0.001,0.3,0.031,0.047,24.0,11.0
0.0,2017092020,17.3,0.0,0.2,66.0,12.9,984.6,0.1,2000.0,18.1,0.002,0.4,0.015,0.048,37.0,13.0
0.0,2017092021,15.2,0.0,0.9,80.0,13.7,985.5,0.0,2000.0,16.8,0.003,0.5,0.011,0.042,37.0,15.0
0.0,2017092022,14.7,0.0,0.4,82.0,13.7,986.4,0.0,2000.0,15.8,0.003,0.4,0.008,0.041,43.0,18.0
0.0,2017092023,13.6,0.0,0.0,88.0,13.7,986.7,0.0,2000.0,14.9,0.001,0.3,0.008,0.033,38.0,16.0
0.0,2017092024,13.1,0.0,0.0,92.0,13.8,987.3,0.0,2000.0,14.1,0.001,0.3,0.006,0.024,30.0,13.0
0.0,2017092101,12.2,0.0,0.0,95.0,13.5,987.4,0.0,1992.0,13.5,0.001,0.3,0.006,0.02,25.0,16.0
0.0,2017092102,11.7,0.0,0.0,96.0,13.1,987.5,0.0,1643.0,12.9,0.001,0.3,0.006,0.019,20.0,12.0
0.0,2017092103,11.0,0.0,0.0,97.0,12.7,987.4,0.0,952.0,12.4,0.001,0.3,0.004,0.017,19.0,16.0
0.0,2017092104,11.6,0.0,0.0,98.0,13.3,987.4,0.0,429.0,13.6,0.001,0.3,0.003,0.015,19.0,11.0
0.0,2017092105,11.7,0.0,0.1,98.0,13.4,987.6,0.0,307.0,14.2,0.001,0.3,0.002,0.013,18.0,11.0
0.0,2017092106,11.9,0.0,0.5,97.0,13.5,987.5,0.0,611.0,14.3,0.001,0.3,0.001,0.012,19.0,10.0
0.0006052631578947,2017092107,12.0,0.0,0.0,95.0,13.3,987.9,0.0,934.0,14.4,0.001,0.3,0.002,0.011,17.0,8.0
0.0331184210526315,2017092108,12.2,0.0,0.0,94.0,13.3,988.2,0.0,974.0,14.6,0.001,0.3,0.003,0.01,19.0,7.0
0.099578947368421,2017092109,12.9,0.0,0.0,89.0,13.2,988.6,0.0,1362.0,16.3,0.001,0.3,0.006,0.012,25.0,10.0
