,기온(°C),강수량(mm),풍속(m__s),습도(%),증기압(hPa),현지기압(hPa),일조(hr),지면온도(°C),SO2,CO,O3,NO2,PM10,PM25
10331,8.6,0.0,1.4,54.0,6.0,1018.7,0.0,13.3,0.002,0.5,0.029,0.025,52.0,24.0
10332,9.4,0.0,1.1,52.0,6.1,1017.8,0.0,11.9,0.0,0.0,0.0,0.0,42.0,21.0
10333,10.5,0.0,0.9,47.0,6.0,1017.1,0.1,15.6,0.0,0.0,0.0,0.0,0.0,0.0
10334,11.2,0.0,4.3,51.0,6.8,1015.2,0.3,15.0,0.002,0.5,0.046,0.009,33.0,18.0
10335,11.1,0.0,3.1,52.0,6.8,1014.8,0.0,12.2,0.002,0.5,0.047,0.009,29.0,21.0
10336,11.0,0.0,2.0,52.0,6.8,1014.1,0.0,11.4,0.002,0.5,0.043,0.012,29.0,19.0
10337,9.7,0.0,2.3,60.0,7.2,1013.8,0.0,8.3,0.002,0.5,0.038,0.015,34.0,18.0
10338,7.3,0.5,3.9,88.0,9.0,1014.5,0.0,7.0,0.002,0.6,0.028,0.025,30.0,18.0
10339,6.1,0.0,3.7,97.0,9.1,1014.8,0.0,5.9,0.002,0.5,0.037,0.014,39.0,25.0
10340,5.5,0.0,3.0,98.0,8.8,1015.1,0.0,5.3,0.002,0.5,0.036,0.013,26.0,22.0
10341,4.7,4.9,3.8,99.0,8.4,1015.1,0.0,4.7,0.002,0.5,0.032,0.015,24.0,20.0
10342,4.4,0.0,4.0,99.0,8.2,1014.6,0.0,4.3,0.002,0.5,0.03,0.015,20.0,18.0
10343,4.2,0.0,4.9,99.0,8.1,1013.6,0.0,4.0,0.002,0.5,0.034,0.009,16.0,11.0
10344,4.1,2.6,3.9,99.0,8.1,1012.3,0.0,3.8,0.002,0.5,0.034,0.008,18.0,9.0
10345,4.2,0.0,3.2,99.0,8.1,1011.7,0.0,3.7,0.003,0.5,0.036,0.007,14.0,11.0
10346,4.2,0.0,2.5,99.0,8.1,1010.7,0.0,3.6,0.003,0.5,0.036,0.006,16.0,9.0
10347,4.3,6.6,2.9,99.0,8.2,1010.4,0.0,3.6,0.003,0.5,0.035,0.007,13.0,12.0
10348,4.4,0.0,1.9,99.0,8.2,1009.4,0.0,3.6,0.003,0.5,0.034,0.006,15.0,10.0
10349,4.1,0.0,1.5,99.0,8.1,1009.2,0.0,3.5,0.003,0.5,0.032,0.007,17.0,10.0
10350,3.9,5.7,2.1,99.0,8.0,1009.2,0.0,3.5,0.002,0.5,0.028,0.013,14.0,9.0
10351,3.3,0.0,0.3,99.0,7.6,1009.1,0.0,3.3,0.002,0.5,0.022,0.018,15.0,10.0
10352,3.1,0.0,1.4,99.0,7.5,1009.1,0.0,3.4,0.002,0.5,0.02,0.022,11.0,9.0
10353,2.9,2.2,2.1,99.0,7.4,1009.3,0.0,4.0,0.002,0.5,0.023,0.02,12.0,9.0
10354,4.3,0.0,1.3,99.0,8.2,1009.0,0.0,7.5,0.002,0.5,0.029,0.015,13.0,8.0
10355,5.2,0.0,2.4,87.0,7.7,1008.8,0.0,7.6,0.002,0.5,0.031,0.014,12.0,9.0
10356,5.3,0.0,3.4,86.0,7.6,1008.9,0.0,7.4,0.002,0.5,0.033,0.014,14.0,8.0
10357,5.4,0.0,2.3,84.0,7.5,1008.7,0.0,8.2,0.002,0.5,0.029,0.018,18.0,8.0
10358,5.9,0.0,3.3,84.0,7.7,1008.4,0.0,8.5,0.002,0.6,0.028,0.021,24.0,18.0
10359,5.6,0.0,2.8,83.0,7.5,1008.6,0.0,6.1,0.002,0.6,0.03,0.022,30.0,21.0
10360,5.3,0.0,1.9,86.0,7.6,1009.1,0.0,5.1,0.002,0.7,0.034,0.022,43.0,37.0
10361,5.2,0.0,2.0,82.0,7.2,1009.6,0.0,5.3,0.002,0.7,0.04,0.021,45.0,40.0
10362,3.8,0.0,2.4,89.0,7.1,1010.4,0.0,4.0,0.002,0.8,0.037,0.024,51.0,39.0
10363,3.3,0.0,2.4,89.0,6.9,1011.3,0.0,3.0,0.002,0.8,0.041,0.02,64.0,56.0
10364,3.1,0.0,1.7,87.0,6.6,1011.9,0.0,2.6,0.003,0.9,0.041,0.021,84.0,64.0
10365,2.6,0.0,2.1,82.0,6.1,1012.6,0.0,1.7,0.003,0.9,0.047,0.016,83.0,67.0
10366,2.3,0.0,1.7,82.0,5.9,1013.3,0.0,1.4,0.003,0.9,0.046,0.018,80.0,60.0
10367,2.0,0.0,1.8,81.0,5.7,1013.6,0.0,1.2,0.003,0.8,0.05,0.013,80.0,60.0
10368,1.7,0.0,1.2,83.0,5.8,1013.5,0.0,0.2,0.003,0.8,0.051,0.011,77.0,55.0
10369,1.8,0.0,1.4,82.0,5.7,1013.7,0.0,0.2,0.003,0.8,0.05,0.01,74.0,57.0
10370,1.9,0.0,0.8,82.0,5.8,1013.9,0.0,0.7,0.003,0.8,0.049,0.01,72.0,58.0
10371,2.1,0.0,0.4,82.0,5.8,1014.1,0.0,0.9,0.003,0.8,0.051,0.009,77.0,63.0
10372,2.1,0.0,0.4,82.0,5.8,1014.3,0.0,1.1,0.002,0.8,0.052,0.009,71.0,62.0
10373,2.2,0.0,1.0,78.0,5.6,1014.1,0.0,1.1,0.002,0.8,0.052,0.01,72.0,59.0
10374,2.3,0.0,0.9,79.0,5.7,1014.6,0.0,1.2,0.002,0.8,0.047,0.015,72.0,55.0
10375,2.4,0.0,0.7,79.0,5.8,1014.8,0.0,1.1,0.002,0.8,0.042,0.02,76.0,58.0
10376,2.6,0.0,2.0,78.0,5.8,1015.5,0.0,1.6,0.002,0.8,0.041,0.022,78.0,57.0
10377,3.1,0.0,1.8,75.0,5.7,1015.9,0.0,3.8,0.002,0.8,0.045,0.017,76.0,60.0
10378,3.8,0.0,1.5,71.0,5.7,1016.2,0.0,6.4,0.002,0.8,0.046,0.015,73.0,61.0
10379,4.5,0.0,1.2,67.0,5.6,1016.3,0.0,9.9,0.002,0.8,0.048,0.017,75.0,58.0
10380,6.6,0.0,1.1,59.0,5.8,1016.1,0.5,17.4,0.002,0.8,0.049,0.018,71.0,59.0
10381,6.5,0.0,1.7,56.0,5.4,1015.8,0.6,17.5,0.002,0.8,0.052,0.019,71.0,60.0
10382,7.9,0.0,1.2,54.0,5.8,1014.8,1.0,20.3,0.003,0.8,0.054,0.022,78.0,59.0
10383,8.8,0.0,1.2,52.0,5.9,1014.3,0.9,18.6,0.003,0.9,0.056,0.025,79.0,62.0
10384,9.2,0.0,1.1,50.0,5.8,1014.1,0.4,16.5,0.003,0.8,0.059,0.024,76.0,65.0
10385,9.4,0.0,1.1,51.0,6.0,1013.9,0.8,12.7,0.003,0.9,0.053,0.027,83.0,61.0
10386,8.4,0.0,0.8,52.0,5.7,1014.3,0.9,8.2,0.003,0.9,0.039,0.036,85.0,63.0
10387,6.5,0.0,1.2,66.0,6.3,1014.6,0.0,4.4,0.002,0.8,0.029,0.036,82.0,63.0
10388,5.0,0.0,1.3,77.0,6.7,1015.3,0.0,2.5,0.002,0.8,0.029,0.033,85.0,61.0
10389,4.6,0.0,1.5,81.0,6.9,1015.6,0.0,1.5,0.002,0.7,0.036,0.025,70.0,52.0
10390,3.9,0.0,1.4,85.0,6.9,1016.2,0.0,0.7,0.002,0.8,0.016,0.038,70.0,52.0
10391,3.3,0.0,1.9,88.0,6.8,1016.4,0.0,0.0,0.002,0.8,0.019,0.026,68.0,56.0
10392,2.8,0.0,1.2,90.0,6.7,1016.4,0.0,-0.7,0.002,0.8,0.022,0.022,66.0,53.0
10393,2.7,0.0,0.8,89.0,6.6,1016.3,0.0,0.2,0.002,0.8,0.019,0.027,74.0,54.0
10394,2.1,0.0,0.3,94.0,6.7,1016.4,0.0,-1.2,0.002,0.8,0.02,0.019,66.0,55.0
10395,1.9,0.0,0.5,95.0,6.6,1016.3,0.0,-1.3,0.002,0.8,0.018,0.019,65.0,50.0
10396,1.6,0.0,0.7,97.0,6.6,1016.5,0.0,-1.3,0.002,0.8,0.013,0.022,59.0,50.0
10397,1.6,0.0,0.2,97.0,6.6,1016.6,0.0,-1.2,0.002,0.9,0.007,0.028,61.0,48.0
10398,1.4,0.0,1.1,97.0,6.5,1016.6,0.0,-1.2,0.002,0.9,0.005,0.033,64.0,50.0
10399,1.1,0.0,0.4,98.0,6.5,1016.5,0.0,-1.4,0.002,0.9,0.005,0.032,66.0,48.0
10400,0.9,0.0,1.5,98.0,6.4,1017.1,0.0,-1.1,0.002,1.0,0.006,0.036,71.0,54.0
10401,1.6,0.0,1.0,97.0,6.6,1017.3,0.0,4.1,0.003,1.0,0.011,0.038,83.0,65.0
10402,4.0,0.0,1.1,91.0,7.4,1017.3,0.8,11.4,0.003,0.9,0.024,0.035,98.0,77.0
10403,5.3,0.0,0.9,75.0,6.7,1017.1,1.0,16.8,0.003,0.9,0.028,0.036,92.0,70.0
10404,8.1,0.0,1.8,64.0,6.9,1016.7,1.0,20.5,0.002,0.7,0.049,0.019,89.0,67.0
10405,9.9,0.0,1.6,45.0,5.5,1016.0,1.0,22.4,0.002,0.6,0.052,0.018,58.0,41.0
10406,10.0,0.0,1.7,40.0,4.9,1014.8,1.0,22.2,0.002,0.6,0.05,0.018,44.0,30.0
10407,11.6,0.0,2.1,32.0,4.4,1014.5,1.0,21.3,0.002,0.6,0.051,0.016,41.0,31.0
10408,12.4,0.0,1.7,35.0,5.0,1014.1,1.0,18.5,0.002,0.6,0.05,0.016,50.0,34.0
10409,11.5,0.0,2.0,38.0,5.2,1014.0,1.0,14.4,0.002,0.5,0.045,0.017,34.0,26.0
10410,9.6,0.0,2.4,43.0,5.2,1014.6,1.0,8.6,0.002,0.6,0.039,0.02,35.0,18.0
10411,7.0,0.0,1.6,55.0,5.5,1015.3,0.3,4.5,0.002,0.6,0.035,0.022,35.0,21.0
10412,5.2,0.0,1.1,67.0,5.9,1015.9,0.0,2.5,0.002,0.6,0.033,0.024,40.0,18.0
10413,4.3,0.0,0.5,73.0,6.1,1016.0,0.0,1.4,0.002,0.6,0.033,0.025,40.0,19.0
10414,3.6,0.0,1.7,80.0,6.3,1016.5,0.0,0.4,0.002,0.7,0.024,0.031,41.0,25.0
10415,3.3,0.0,0.3,72.0,5.6,1016.4,0.0,-0.6,0.002,0.7,0.014,0.036,38.0,22.0
10416,3.4,0.0,0.6,70.0,5.5,1016.4,0.0,-1.1,0.002,0.8,0.014,0.033,38.0,24.0
10417,2.7,0.0,1.0,74.0,5.5,1016.5,0.0,-1.4,0.002,0.8,0.013,0.031,32.0,23.0
10418,2.6,0.0,0.3,77.0,5.7,1016.6,0.0,-1.7,0.002,0.7,0.012,0.029,34.0,15.0
10419,1.7,0.0,0.0,84.0,5.8,1016.7,0.0,-1.9,0.002,0.8,0.012,0.029,35.0,26.0
10420,1.6,0.0,0.2,85.0,5.8,1016.6,0.0,-1.5,0.002,0.7,0.008,0.031,35.0,24.0
10421,1.3,0.0,0.1,86.0,5.8,1017.1,0.0,-1.4,0.002,0.8,0.004,0.034,38.0,26.0
10422,1.4,0.0,0.9,89.0,6.0,1017.0,0.0,-1.4,0.002,0.9,0.003,0.037,35.0,31.0
10423,1.4,0.0,0.0,86.0,5.8,1017.5,0.0,-1.3,0.002,1.0,0.003,0.039,41.0,27.0
10424,2.4,0.0,0.1,84.0,6.1,1018.3,0.0,-0.8,0.003,1.1,0.005,0.039,49.0,35.0
10425,3.5,0.0,0.9,79.0,6.2,1018.8,0.2,5.1,0.003,1.0,0.012,0.041,58.0,41.0
10426,5.9,0.0,1.6,66.0,6.1,1018.9,1.0,11.7,0.003,0.8,0.028,0.036,69.0,45.0
10427,8.3,0.0,0.7,62.0,6.8,1018.5,1.0,17.2,0.003,0.8,0.05,0.023,102.0,59.0
10428,10.2,0.0,0.9,55.0,6.8,1018.0,1.0,21.1,0.003,0.8,0.059,0.019,119.0,78.0
10429,12.6,0.0,1.6,51.0,7.4,1017.5,1.0,23.1,0.003,0.8,0.064,0.018,124.0,84.0
10430,13.7,0.0,1.8,45.0,7.0,1016.8,1.0,23.7,0.003,0.7,0.067,0.019,121.0,82.0
10431,15.0,0.0,1.8,39.0,6.6,1016.3,1.0,23.2,0.002,0.7,0.066,0.017,114.0,76.0
10432,14.9,0.0,2.1,39.0,6.6,1016.0,1.0,20.4,0.003,0.7,0.066,0.019,81.0,53.0
10433,14.7,0.0,2.6,41.0,6.8,1015.9,1.0,16.4,0.003,0.7,0.062,0.023,92.0,64.0
10434,13.7,0.0,1.9,43.0,6.7,1015.9,0.9,11.5,0.003,0.8,0.051,0.029,117.0,70.0
10435,12.2,0.0,0.9,39.0,5.6,1016.2,0.0,7.3,0.003,0.9,0.028,0.045,122.0,75.0
10436,10.8,0.0,0.6,56.0,7.2,1016.5,0.0,5.3,0.002,0.8,0.029,0.039,120.0,67.0
10437,9.7,0.0,1.5,63.0,7.5,1016.8,0.0,4.1,0.002,0.8,0.027,0.037,107.0,66.0
10438,8.2,0.0,1.3,76.0,8.2,1016.9,0.0,3.1,0.002,0.8,0.013,0.048,112.0,71.0
10439,7.6,0.0,0.9,78.0,8.1,1016.8,0.0,2.3,0.002,0.8,0.021,0.036,107.0,69.0
10440,6.5,0.0,1.5,86.0,8.3,1016.7,0.0,1.8,0.002,0.8,0.019,0.035,110.0,71.0
10441,5.6,0.0,0.1,90.0,8.1,1016.3,0.0,1.0,0.002,0.8,0.021,0.03,111.0,72.0
10442,5.0,0.0,0.7,94.0,8.2,1016.1,0.0,0.4,0.002,0.8,0.023,0.026,100.0,68.0
10443,4.5,0.0,0.0,96.0,8.1,1015.6,0.0,-0.1,0.002,0.8,0.022,0.024,107.0,71.0
10444,4.2,0.0,0.0,97.0,8.0,1015.3,0.0,-0.6,0.002,0.8,0.019,0.027,101.0,74.0
10445,3.6,0.0,0.6,97.0,7.6,1015.5,0.0,-0.9,0.002,0.8,0.012,0.033,97.0,70.0
10446,3.0,0.0,0.3,97.0,7.3,1015.9,0.0,-1.3,0.002,1.0,0.003,0.056,101.0,72.0
10447,3.0,0.0,0.0,97.0,7.3,1015.9,0.0,-1.1,0.002,1.0,0.003,0.049,107.0,74.0
10448,3.9,0.0,0.1,95.0,7.6,1016.0,0.2,0.4,0.003,1.3,0.005,0.053,105.0,75.0
10449,5.7,0.0,0.8,86.0,7.8,1016.0,1.0,7.0,0.003,1.3,0.009,0.055,136.0,90.0
10450,8.1,0.0,0.9,70.0,7.5,1016.1,1.0,13.5,0.003,1.2,0.011,0.061,143.0,94.0
10451,11.1,0.0,1.2,57.0,7.5,1015.9,1.0,18.7,0.003,1.2,0.016,0.064,151.0,91.0
10452,14.4,0.0,2.9,47.0,7.7,1015.2,1.0,22.6,0.002,0.8,0.06,0.021,163.0,104.0
10453,16.6,0.0,2.3,45.0,8.5,1014.3,1.0,24.9,0.002,0.7,0.063,0.019,125.0,71.0
10454,17.5,0.0,3.4,34.0,6.8,1013.2,1.0,25.8,0.002,0.6,0.062,0.018,99.0,52.0
10455,17.9,0.0,4.7,24.0,4.9,1012.7,1.0,24.7,0.002,0.6,0.063,0.018,78.0,35.0
10456,18.6,0.0,4.1,18.0,3.8,1012.2,1.0,22.3,0.002,0.5,0.059,0.02,62.0,28.0
10457,17.8,0.0,4.2,18.0,3.7,1012.2,1.0,18.0,0.002,0.5,0.059,0.019,47.0,19.0
10458,15.8,0.0,4.0,22.0,3.9,1012.4,1.0,12.5,0.002,0.6,0.054,0.023,53.0,18.0
10459,13.6,0.0,2.8,39.0,6.1,1012.7,0.3,8.4,0.003,0.6,0.049,0.027,52.0,27.0
10460,12.3,0.0,1.8,51.0,7.3,1012.9,0.0,6.5,0.002,0.7,0.029,0.042,57.0,34.0
10461,10.9,0.0,1.3,58.0,7.5,1013.1,0.0,4.7,0.002,0.7,0.024,0.046,54.0,29.0
10462,10.4,0.0,1.0,64.0,8.0,1013.3,0.0,3.6,0.003,0.6,0.04,0.032,58.0,29.0
10463,9.8,0.0,0.8,55.0,6.6,1013.2,0.0,2.6,0.003,0.7,0.045,0.027,65.0,30.0
10464,8.3,0.0,0.6,67.0,7.3,1013.3,0.0,2.0,0.002,0.8,0.035,0.033,69.0,37.0
10465,8.2,0.0,1.2,68.0,7.4,1012.9,0.0,1.9,0.002,0.9,0.018,0.048,62.0,30.0
10466,8.0,0.0,0.3,67.0,7.2,1013.0,0.0,2.4,0.002,0.8,0.023,0.037,51.0,30.0
10467,6.9,0.0,1.0,78.0,7.7,1012.6,0.0,2.3,0.003,0.9,0.018,0.042,45.0,27.0
10468,5.9,0.0,0.6,77.0,7.1,1012.5,0.0,1.5,0.003,1.0,0.007,0.051,46.0,31.0
10469,6.7,0.0,0.0,77.0,7.5,1012.3,0.0,2.1,0.003,0.9,0.005,0.05,54.0,36.0
10470,6.2,0.0,0.1,78.0,7.4,1012.1,0.0,1.4,0.003,1.1,0.002,0.063,50.0,29.0
10471,6.4,0.0,0.0,79.0,7.6,1012.1,0.0,2.0,0.003,1.1,0.003,0.063,61.0,36.0
10472,7.3,0.0,0.0,78.0,8.0,1012.4,0.5,2.6,0.004,1.1,0.007,0.064,69.0,39.0
10473,10.3,0.0,0.5,67.0,8.4,1012.7,1.0,10.5,0.004,1.3,0.01,0.068,97.0,48.0
10474,13.3,0.0,0.9,53.0,8.1,1012.8,1.0,16.4,0.002,0.5,0.05,0.016,99.0,53.0
10475,15.8,0.0,0.9,47.0,8.4,1012.8,0.7,20.9,0.002,0.6,0.04,0.027,25.0,17.0
10476,18.7,0.0,3.5,38.0,8.1,1012.4,1.0,25.8,0.002,0.5,0.052,0.013,39.0,19.0
10477,19.9,0.0,5.1,40.0,9.2,1011.7,1.0,27.9,0.002,0.5,0.052,0.012,26.0,13.0
10478,20.6,0.0,5.4,44.0,10.6,1010.9,1.0,29.2,0.002,0.5,0.053,0.011,29.0,12.0
10479,20.5,0.0,5.5,46.0,11.0,1010.3,1.0,28.6,0.002,0.5,0.051,0.013,23.0,9.0
10480,20.1,0.0,6.0,48.0,11.2,1009.9,1.0,26.5,0.002,0.5,0.051,0.014,27.0,10.0
10481,19.3,0.0,6.7,49.0,10.9,1009.9,1.0,22.0,0.002,0.5,0.049,0.015,25.0,12.0
10482,18.1,0.0,4.4,46.0,9.5,1010.2,1.0,16.8,0.002,0.5,0.043,0.022,21.0,9.0
10483,16.5,0.0,4.0,44.0,8.2,1010.6,0.2,12.6,0.002,0.6,0.038,0.026,23.0,9.0
10484,15.8,0.0,3.4,46.0,8.2,1011.0,0.0,11.0,0.002,0.6,0.026,0.036,23.0,8.0
10485,15.2,0.0,1.3,49.0,8.4,1011.5,0.0,10.2,0.002,0.6,0.035,0.026,31.0,16.0
10486,15.0,0.0,1.0,50.0,8.5,1012.0,0.0,9.0,0.002,0.6,0.033,0.026,28.0,17.0
10487,14.5,0.0,0.4,54.0,8.8,1012.3,0.0,8.4,0.002,0.5,0.041,0.017,27.0,12.0
10488,13.7,0.0,0.8,56.0,8.7,1012.3,0.0,7.6,0.002,0.5,0.044,0.013,25.0,14.0
10489,12.8,0.0,0.4,60.0,8.8,1012.2,0.0,6.5,0.002,0.5,0.042,0.014,24.0,8.0
10490,12.4,0.0,0.9,63.0,9.0,1012.2,0.0,6.4,0.002,0.5,0.036,0.016,18.0,16.0
10491,11.9,0.0,0.4,67.0,9.3,1012.0,0.0,5.9,0.002,0.8,0.012,0.037,19.0,12.0
10492,11.2,0.0,0.0,70.0,9.3,1011.7,0.0,4.8,0.002,0.8,0.007,0.039,32.0,17.0
10493,10.5,0.0,0.1,75.0,9.5,1011.8,0.0,4.4,0.002,0.8,0.003,0.043,28.0,18.0
10494,9.9,0.0,0.1,78.0,9.5,1012.0,0.0,3.9,0.002,0.8,0.004,0.051,28.0,18.0
10495,9.7,0.0,0.3,80.0,9.6,1012.3,0.0,3.8,0.003,1.1,0.003,0.054,30.0,17.0
10496,10.5,0.0,0.0,80.0,10.1,1012.6,0.6,5.1,0.003,1.1,0.008,0.052,41.0,19.0
10497,13.2,0.0,0.6,69.0,10.4,1013.1,1.0,11.6,0.003,1.0,0.01,0.053,59.0,29.0
10498,16.7,0.0,0.7,57.0,10.8,1013.2,1.0,20.2,0.003,0.8,0.027,0.039,59.0,28.0
10499,19.7,0.0,1.2,50.0,11.4,1012.9,1.0,26.2,0.002,0.5,0.049,0.012,45.0,23.0
10500,22.5,0.0,2.6,45.0,12.2,1012.4,1.0,31.0,0.002,0.5,0.052,0.011,25.0,12.0
10501,22.7,0.0,3.5,44.0,12.1,1011.5,0.9,32.5,0.0,0.0,0.0,0.0,20.0,11.0
10502,22.8,0.0,2.6,41.0,11.3,1010.3,0.9,31.2,0.0,0.0,0.0,0.0,0.0,0.0
10503,22.3,0.0,4.0,44.0,11.8,1010.0,0.6,26.2,0.002,0.5,0.05,0.009,30.0,18.0
10504,22.2,0.0,3.8,46.0,12.3,1009.5,0.7,24.4,0.002,0.5,0.05,0.008,31.0,15.0
10505,21.2,0.0,4.5,49.0,12.3,1009.7,0.7,21.6,0.002,0.5,0.046,0.01,28.0,14.0
10506,19.9,0.0,4.0,58.0,13.4,1010.0,0.2,18.2,0.002,0.5,0.044,0.012,30.0,15.0
10507,18.5,0.0,3.8,68.0,14.4,1010.5,0.0,15.1,0.002,0.5,0.044,0.011,32.0,17.0
10508,17.7,0.0,3.2,73.0,14.7,1011.1,0.0,13.6,0.002,0.5,0.046,0.008,36.0,23.0
10509,17.1,0.0,3.6,72.0,14.0,1011.2,0.0,12.7,0.002,0.5,0.044,0.008,33.0,25.0
10510,16.9,0.0,3.3,70.0,13.4,1011.3,0.0,12.6,0.002,0.5,0.045,0.007,30.0,13.0
10511,16.6,0.0,2.7,75.0,14.1,1011.0,0.0,12.2,0.002,0.5,0.048,0.005,33.0,17.0
10512,16.5,0.0,1.8,77.0,14.4,1010.5,0.0,12.1,0.002,0.5,0.05,0.002,33.0,19.0
10513,16.5,0.0,2.9,84.0,15.7,1010.1,0.0,12.5,0.002,0.5,0.051,0.002,31.0,21.0
10514,16.8,0.0,2.5,84.0,16.0,1009.6,0.0,12.8,0.002,0.5,0.053,0.001,31.0,19.0
10515,16.9,0.0,3.5,85.0,16.3,1008.5,0.0,13.0,0.002,0.5,0.052,0.001,37.0,20.0
10516,16.2,0.0,2.9,90.0,16.5,1007.6,0.0,12.9,0.002,0.5,0.049,0.002,37.0,20.0
10517,15.3,0.0,3.0,98.0,16.9,1007.5,0.0,12.8,0.002,0.5,0.049,0.003,37.0,21.0
10518,15.5,4.7,2.8,99.0,17.4,1006.9,0.0,12.7,0.002,0.5,0.047,0.006,24.0,20.0
10519,15.4,0.0,2.2,99.0,17.3,1006.4,0.0,12.9,0.002,0.5,0.035,0.017,19.0,16.0
10520,15.3,0.0,0.0,99.0,17.2,1006.6,0.0,13.1,0.002,0.8,0.01,0.042,21.0,14.0
10521,15.1,16.3,0.6,99.0,16.9,1006.0,0.0,13.5,0.002,0.8,0.014,0.041,22.0,17.0
10522,15.6,0.0,0.7,99.0,17.5,1005.9,0.0,14.1,0.002,0.6,0.03,0.024,19.0,16.0
10523,15.8,0.0,1.2,99.0,17.7,1005.6,0.0,14.5,0.002,0.6,0.032,0.023,17.0,11.0
10524,15.7,9.2,2.2,99.0,17.6,1005.4,0.0,14.4,0.001,0.5,0.032,0.016,12.0,12.0
10525,15.7,0.0,4.3,99.0,17.6,1004.6,0.0,16.4,0.002,0.5,0.034,0.011,11.0,10.0
10526,15.1,0.0,2.1,99.0,16.9,1004.4,0.0,14.6,0.001,0.5,0.029,0.015,14.0,9.0
10527,14.9,0.6,2.0,99.0,16.7,1004.0,0.0,14.7,0.001,0.5,0.024,0.02,19.0,15.0
10528,14.6,0.0,2.0,99.0,16.4,1003.9,0.0,14.2,0.002,0.5,0.024,0.019,18.0,12.0
10529,14.3,0.0,1.1,99.0,16.1,1003.8,0.0,13.7,0.002,0.6,0.02,0.02,20.0,15.0
10530,13.8,0.0,1.7,99.0,15.6,1004.1,0.0,13.1,0.002,0.6,0.02,0.019,24.0,15.0
10531,13.4,0.0,1.0,99.0,15.2,1004.9,0.0,12.6,0.002,0.6,0.017,0.02,23.0,17.0
10532,12.5,0.0,0.6,99.0,14.3,1005.3,0.0,12.0,0.002,0.6,0.016,0.019,34.0,21.0
10533,12.1,0.0,0.9,99.0,13.9,1005.8,0.0,11.6,0.002,0.6,0.014,0.021,34.0,23.0
10534,11.3,0.0,1.9,99.0,13.2,1006.0,0.0,11.0,0.001,0.6,0.014,0.02,36.0,26.0
10535,9.6,0.0,1.4,99.0,11.8,1006.4,0.0,10.0,0.002,0.7,0.02,0.015,39.0,34.0
10536,9.3,0.0,1.0,99.0,11.6,1006.5,0.0,9.4,0.002,0.8,0.027,0.011,37.0,28.0
10537,7.6,0.0,2.0,99.0,10.3,1007.1,0.0,8.4,0.002,0.7,0.034,0.008,42.0,38.0
10538,7.5,0.0,1.0,99.0,10.2,1007.6,0.0,7.9,0.002,0.8,0.031,0.007,45.0,33.0
10539,7.8,0.0,0.1,99.0,10.4,1007.8,0.0,8.1,0.001,0.8,0.028,0.009,44.0,27.0
10540,8.1,0.0,0.9,99.0,10.6,1008.0,0.0,7.9,0.002,0.8,0.029,0.009,45.0,33.0
10541,7.9,0.0,0.9,99.0,10.5,1008.2,0.0,7.6,0.002,0.8,0.023,0.011,36.0,27.0
10542,7.4,0.0,0.9,99.0,10.2,1008.9,0.0,7.5,0.002,0.7,0.018,0.017,37.0,30.0
10543,7.1,0.0,0.9,99.0,9.9,1010.0,0.0,7.2,0.002,0.7,0.014,0.023,45.0,31.0
10544,6.9,0.0,1.7,99.0,9.8,1011.3,0.0,7.2,0.002,0.7,0.011,0.026,53.0,35.0
10545,7.2,0.0,1.2,98.0,9.9,1012.4,0.0,8.0,0.002,0.8,0.008,0.028,56.0,37.0
10546,7.7,0.0,1.1,98.0,10.2,1013.2,0.0,9.1,0.002,0.8,0.008,0.028,63.0,40.0
10547,7.9,0.0,1.0,99.0,10.5,1014.2,0.0,10.3,0.002,0.8,0.008,0.029,66.0,43.0
10548,8.2,0.0,0.6,99.0,10.7,1014.2,0.0,10.3,0.002,0.8,0.007,0.028,61.0,38.0
10549,8.5,0.0,0.7,98.0,10.8,1014.6,0.0,10.3,0.002,0.7,0.017,0.023,48.0,30.0
10550,10.5,0.0,1.3,78.0,9.9,1014.3,0.0,14.8,0.001,0.6,0.03,0.013,31.0,27.0
10551,10.8,0.0,0.4,68.0,8.8,1014.1,0.0,14.7,0.001,0.6,0.026,0.015,21.0,13.0
10552,10.2,0.0,1.9,87.0,10.8,1014.4,0.1,13.7,0.001,0.6,0.03,0.013,20.0,12.0
10553,10.2,0.0,2.5,87.0,10.8,1014.6,0.2,13.4,0.001,0.6,0.029,0.014,22.0,11.0
10554,9.1,0.0,3.2,88.0,10.2,1015.4,0.1,10.2,0.001,0.6,0.024,0.018,23.0,10.0
10555,8.0,0.0,2.4,92.0,9.8,1016.3,0.0,6.8,0.001,0.6,0.021,0.019,24.0,15.0
10556,7.9,0.0,2.2,93.0,9.9,1017.0,0.0,6.8,0.001,0.6,0.023,0.016,25.0,14.0
10557,7.9,0.0,2.1,92.0,9.7,1017.8,0.0,7.1,0.001,0.6,0.027,0.013,27.0,15.0
10558,7.8,0.0,0.8,84.0,8.8,1018.4,0.0,6.9,0.001,0.6,0.026,0.015,28.0,16.0
10559,7.3,0.0,0.3,74.0,7.5,1019.1,0.0,5.9,0.002,0.6,0.027,0.014,32.0,17.0
10560,6.7,0.0,0.7,77.0,7.5,1019.1,0.0,4.4,0.001,0.6,0.019,0.015,32.0,19.0
10561,6.2,0.0,0.7,81.0,7.6,1019.2,0.0,4.3,0.001,0.6,0.018,0.013,33.0,20.0
